Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.94693005,0.67101187,0.95198625,0.688379,0.72878754
20.00,0.80634534,0.4502569,0.8256165,0.4738656,0.53113127
30.00,0.683147,0.30212772,0.7109765,0.3261991,0.3870819
40.00,0.5509791,0.2027313,0.58539116,0.22454862,0.28210047
50.00,0.32789177,0.1360351,0.37524176,0.15457454,0.2055913
60.00,0.18296944,0.09128117,0.22149661,0.10640587,0.14983238
70.00,0.080430485,0.061250746,0.10977006,0.07324756,0.10919597
80.00,0.0,0.041099977,0.019225633,0.050422084,0.079580665
90.00,0.0,0.027578572,0.011190135,0.034709502,0.057997398
100.00,0.0,0.018505549,0.006308063,0.023893291,0.04226778
110.00,0.0,0.012417443,0.0028542422,0.01644764,0.030804234
120.00,0.0,0.008332252,5.6221103E-4,0.011322209,0.022449743
130.00,0.0,0.0055910395,3.2214518E-4,0.0077939704,0.016361093
140.00,0.0,0.0037516537,0.0,0.0053652055,0.011923761
