Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.8596039,0.4836838,0.8916279,0.5452575,0.33459413
20.00,0.6238004,0.23395002,0.69513005,0.29730576,0.111953236
30.00,0.39605162,0.11315784,0.48828197,0.1621082,0.037458897
40.00,0.22996154,0.054732613,0.3220229,0.088390715,0.012533528
50.00,0.1227208,0.026473278,0.1983559,0.048195705,0.004193645
60.00,0.060376,0.012804696,0.113626584,0.02627907,0.001403169
70.00,0.027242143,0.006193424,0.05844658,0.014328861,4.6949214E-4
80.00,0.010065734,0.002995659,0.028078381,0.007812919,1.5708932E-4
90.00,0.004165026,0.0014489518,0.014390654,0.004260053,5.2561165E-5
100.00,0.0022996527,7.008345E-4,0.007915737,0.0023228258,1.7586659E-5
110.00,0.0019596163,3.389823E-4,0.0044836258,0.0012665383,5.884393E-6
120.00,0.0017012244,1.6396024E-4,0.0024509516,6.905895E-4,1.9688835E-6
130.00,0.0014428325,7.930492E-5,0.0015965147,3.765491E-4,6.5877686E-7
140.00,0.0,3.8358503E-5,2.7340046E-5,2.0531623E-4,2.2042288E-7
150.00,0.0,1.8553386E-5,0.0,1.1195022E-4,7.3752204E-8
