Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9737308,0.7554464,0.9774576,0.7721866,0.72878754
20.00,0.900995,0.5706992,0.91423965,0.5962722,0.53113127
30.00,0.8050055,0.43113267,0.828541,0.46043336,0.3870819
40.00,0.69039136,0.3256976,0.72511905,0.35554048,0.28210047
50.00,0.5711422,0.24604708,0.61577135,0.27454358,0.2055913
60.00,0.44760606,0.18587537,0.4994146,0.21199888,0.14983238
70.00,0.3420387,0.14041889,0.39514259,0.1637027,0.10919597
80.00,0.24948019,0.10607894,0.30130303,0.12640904,0.079580665
90.00,0.1716609,0.08013695,0.21809922,0.09761136,0.057997398
100.00,0.10919331,0.060539167,0.14909856,0.075374186,0.04226778
110.00,0.070612356,0.045734093,0.10260264,0.058202937,0.030804234
120.00,0.038273174,0.034549657,0.062096894,0.044943526,0.022449743
130.00,0.017178206,0.026100412,0.032251947,0.03470479,0.016361093
140.00,0.0067478875,0.019717462,0.013931222,0.026798574,0.011923761
150.00,0.0015193044,0.014895486,0.004606104,0.0206935,0.008689889
160.00,0.0,0.01125274,0.0017653744,0.015979243,0.0063330824
170.00,0.0,0.008500842,9.40611E-4,0.012338958,0.0046154717
180.00,0.0,0.00642193,4.6873264E-4,0.009527978,0.0033636983
190.00,0.0,0.004851424,2.531729E-4,0.007357377,0.0024514215
200.00,0.0,0.0036649907,1.2964148E-4,0.005681268,0.0017865654
210.00,0.0,0.002768704,7.975711E-5,0.004386999,0.0013020267
220.00,0.0,0.0020916073,3.3297027E-5,0.0033875818,9.489008E-4
230.00,0.0,0.0015800972,7.960649E-6,0.0026158453,6.915471E-4
240.00,0.0,0.0011936787,0.0,0.0020199206,5.039909E-4
