Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.856458,0.49674928,0.8788454,0.53320634,0.33238843
20.00,0.59924155,0.24675985,0.64812386,0.28430903,0.110482074
30.00,0.3755991,0.12257778,0.43157396,0.15159538,0.036722966
40.00,0.21360558,0.060890425,0.2620335,0.080831625,0.012206289
50.00,0.11507953,0.030247275,0.15132453,0.04309994,0.004057229
60.00,0.056784973,0.015025312,0.08039326,0.022981161,0.001348576
70.00,0.027217679,0.007463813,0.041807905,0.012253702,4.4825108E-4
80.00,0.011290993,0.0037076438,0.018772287,0.0065337517,1.4899348E-4
90.00,0.0043462585,0.0018417693,0.008379537,0.0034838382,4.952371E-5
100.00,0.001494637,9.148976E-4,0.0028519935,0.0018576047,1.6461108E-5
110.00,6.380982E-4,4.5447474E-4,0.001076415,9.904867E-4,5.4714824E-6
120.00,0.0,2.2576E-4,2.2027911E-4,5.281338E-4,1.8186574E-6
130.00,0.0,1.1214612E-4,2.2161894E-5,2.816043E-4,6.045007E-7
140.00,0.0,5.5708504E-5,5.621299E-6,1.5015321E-4,2.0092905E-7
150.00,0.0,2.7673159E-5,0.0,8.006265E-5,6.678649E-8
