Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,207.09,0.004828881,2072,236.42,0.0042298282,1814.85
SSanAndreasIndio,277.37,0.0036053,174.22,0.00573995,2464,185.15,0.0054011107,2318.59
SSAFMCreek1000Palms,261.33,0.0038266,1601.11,6.2456855E-4,268,2335.77,4.2812395E-4,183.6
NSanAndreasFortRoss,306.28,0.003265,189.90,0.0052658343,2261,192.46,0.005195766,2230.92
NSanAndreasNorthCoast,263.87,0.0037898,181.86,0.005498836,2361,186.37,0.005365572,2303.76
CalaverasfaultNorth,618.05,0.001618,164.85,0.0060662343,2604,237.12,0.0042172596,1810.1
ElsinoreTemecula,1019.16,9.812E-4,695.25,0.0014383259,617,723.17,0.0013828034,593.2
ElsinoreWhittier,3196.93,3.128E-4,1511.93,6.6140527E-4,283,1604.43,6.2327355E-4,266.72
SSAFCarrizoBidart,114.71,0.0087179,121.65,0.008220074,3528,125.28,0.007982075,3425.87
SanJacintoHogLake,311.78,0.0032074,362.22,0.002760723,1185,366.49,0.002728617,1171.21
PuenteHills,3506.31,2.852E-4,4980.73,2.007738E-4,85,5453.49,1.8336892E-4,77.55
SanGregorioNorth,1019.06,9.813E-4,393.00,0.0025445572,1092,407.53,0.0024537912,1053.01
SanJacintoSuperstition,508.26,0.0019675,1188.89,8.4112305E-4,361,1273.52,7.8522577E-4,337.03
SSanAndreasWrightwood,106.04,0.0094304,153.57,0.0065117343,2795,155.53,0.0064294357,2759.66
SSanAndreasPitmanCanyon,173.48,0.0057643,141.94,0.007045445,3024,158.70,0.0063013453,2704.7
SSanAndreasPlungeCreek,205.36,0.0048695,359.26,0.0027834661,1194,442.18,0.0022615439,969.96
FrazierMountianSSAF,148.57,0.0067307,117.36,0.008520723,3657,122.88,0.008138004,3492.74
NSanAndreasSantaCruzSeg,109.84,0.0091041,121.30,0.008243762,3539,140.44,0.0071203294,3056.76
RodgersCreek,325.31,0.003074,168.94,0.005919219,2541,231.64,0.0043171044,1853.31
GreenValleyMasonRoad,293.31,0.0034094,1761.92,5.6756247E-4,243,2367.54,4.2238022E-4,180.76
HaywardfaultNorth,318.34,0.0031413,372.05,0.0026877823,1153,382.60,0.0026136816,1121.24
HaywardfaultSouth,167.57,0.0059677,345.27,0.0028963117,1244,384.47,0.0026009765,1117.19
Compton,2658.16,3.762E-4,5283.71,1.8926096E-4,80,5968.77,1.6753864E-4,70.87
SSanAndreasCoachella,178.45,0.0056037,177.90,0.005621096,2413,190.23,0.0052568405,2256.67
ElsinoreGlenIvy,179.12,0.0055828,566.26,0.0017659691,758,613.77,0.0016292854,699.4
GarlockCentralallevents,1434.93,6.969E-4,640.66,0.0015608963,670,650.44,0.0015374144,659.91
NSanAndreasAlderCreek,869.64,0.0011499,189.74,0.005270494,2263,192.55,0.005193585,2229.95
SSanAndreasPallettCreek,149.30,0.006698,154.01,0.0064930893,2787,155.75,0.0064205127,2755.85
GarlockWesternallevents,1230.16,8.129E-4,836.44,0.001195537,513,857.70,0.0011659103,500.26
ElsinoreFaultJulian,3250.98,3.076E-4,1263.24,7.9161697E-4,339,1289.37,7.75572E-4,332.04
TOTAL,9.08,0.1101451,14.29,0.06996699,30032,15.90,0.06288467,26992.06
