Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.8428015,0.48082402,0.8662756,0.51628166,0.33238843
20.00,0.5723852,0.23119172,0.6217219,0.26654673,0.110482074
30.00,0.33975682,0.111162536,0.3961054,0.13761318,0.036722966
40.00,0.17996013,0.053449616,0.22856346,0.07104716,0.012206289
50.00,0.08442897,0.025699858,0.12001873,0.036680344,0.004057229
60.00,0.036577903,0.012357109,0.0590366,0.018937388,0.001348576
70.00,0.015145009,0.005941595,0.027459038,0.009777025,4.4825108E-4
80.00,0.00516333,0.0028568613,0.011104028,0.005047699,1.4899348E-4
90.00,0.0013522067,0.0013736476,0.0037427256,0.0026060343,4.952371E-5
100.00,6.6488405E-4,6.6048274E-4,0.0015679741,0.0013454476,1.6461108E-5
110.00,2.8710198E-4,3.1757596E-4,5.653293E-4,6.946299E-4,5.4714824E-6
120.00,0.0,1.5269815E-4,9.2396E-5,3.5862465E-4,1.8186574E-6
130.00,0.0,7.342093E-5,0.0,1.8515132E-4,6.045007E-7
