Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.942252,0.6569563,0.94504696,0.66501176,0.33238843
20.00,0.80761224,0.43159157,0.8159806,0.44224066,0.110482074
30.00,0.6460941,0.2835368,0.6592231,0.29409525,0.036722966
40.00,0.49179614,0.18627128,0.507921,0.19557682,0.012206289
50.00,0.3549274,0.12237209,0.3712567,0.13006088,0.004057229
60.00,0.24708427,0.08039311,0.26236868,0.08649202,0.001348576
70.00,0.16378045,0.05281476,0.17681664,0.05751821,4.4825108E-4
80.00,0.10645144,0.03469699,0.116173096,0.03825029,1.4899348E-4
90.00,0.06850887,0.022794405,0.07607322,0.025436893,4.952371E-5
100.00,0.042434983,0.0149749275,0.04793276,0.016915834,1.6461108E-5
110.00,0.025242064,0.009837873,0.029243328,0.011249228,5.4714824E-6
120.00,0.0119697265,0.0064630527,0.01477837,0.0074808695,1.8186574E-6
130.00,0.006315684,0.004245943,0.0076469225,0.0049748663,6.045007E-7
140.00,0.0035896576,0.002789399,0.0045488724,0.0033083446,2.0092905E-7
150.00,0.0021495065,0.0018325131,0.0023724379,0.0022000882,6.678649E-8
160.00,9.79445E-4,0.0012038811,8.9969166E-4,0.0014630846,2.2199057E-8
170.00,0.0,7.9089723E-4,1.9524132E-5,9.7296847E-4,7.37871E-9
180.00,0.0,5.195849E-4,0.0,6.470355E-4,2.452598E-9
