Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,363.05,0.0027544696,1169,390.35,0.0025618304,1087.21
SSanAndreasIndio,277.37,0.0036053,302.89,0.0033015339,1401,309.49,0.0032311287,1371.12
SSAFMCreek1000Palms,261.33,0.0038266,2754.16,3.630865E-4,153,3312.14,3.019197E-4,127.05
NSanAndreasFortRoss,306.28,0.003265,241.74,0.00413669,1754,244.92,0.0040830043,1731.23
NSanAndreasNorthCoast,263.87,0.0037898,244.47,0.004090432,1735,249.28,0.0040115705,1701.54
CalaverasfaultNorth,618.05,0.001618,475.25,0.0021041564,892,564.42,0.0017717202,751.04
ElsinoreTemecula,1019.16,9.812E-4,1162.51,8.602058E-4,365,1198.16,8.3461055E-4,354.11
ElsinoreWhittier,3196.93,3.128E-4,2547.20,3.9258736E-4,167,2610.07,3.8313077E-4,162.96
SSAFCarrizoBidart,114.71,0.0087179,175.24,0.005706553,2421,179.34,0.005575916,2365.59
SanJacintoHogLake,311.78,0.0032074,400.76,0.0024952325,1058,406.77,0.0024584075,1042.38
PuenteHills,3506.31,2.852E-4,10807.86,9.252529E-5,39,11046.79,9.052403E-5,38.16
SanGregorioNorth,1019.06,9.813E-4,643.75,0.0015534074,659,661.94,0.001510705,640.88
SanJacintoSuperstition,508.26,0.0019675,1437.44,6.956815E-4,295,1470.02,6.802614E-4,288.45
SSanAndreasWrightwood,106.04,0.0094304,183.48,0.0054503134,2312,185.97,0.0053773196,2281.03
SSanAndreasPitmanCanyon,173.48,0.0057643,237.88,0.0042037372,1782,250.76,0.003987934,1690.5
SSanAndreasPlungeCreek,205.36,0.0048695,792.33,0.0012621048,535,901.73,0.0011089743,470.11
FrazierMountianSSAF,148.57,0.0067307,169.16,0.005911538,2507,174.41,0.005733579,2431.55
NSanAndreasSantaCruzSeg,109.84,0.0091041,334.18,0.002992438,1269,347.90,0.0028744242,1218.95
RodgersCreek,325.31,0.003074,695.02,0.0014388053,610,731.28,0.001367467,579.75
GreenValleyMasonRoad,293.31,0.0034094,4282.63,2.3350157E-4,99,4539.64,2.2028192E-4,93.39
HaywardfaultNorth,318.34,0.0031413,594.19,0.0016829715,714,607.75,0.0016454209,698.03
HaywardfaultSouth,167.57,0.0059677,770.28,0.0012982248,551,799.61,0.0012506063,530.79
Compton,2658.16,3.762E-4,10393.42,9.621471E-5,41,10792.11,9.266031E-5,39.48
SSanAndreasCoachella,178.45,0.0056037,305.51,0.0032731814,1389,311.87,0.0032064382,1360.66
ElsinoreGlenIvy,179.12,0.0055828,1099.08,9.0985186E-4,386,1139.12,8.7786827E-4,372.35
GarlockCentralallevents,1434.93,6.969E-4,881.18,0.0011348405,482,892.41,0.0011205564,475.91
NSanAndreasAlderCreek,869.64,0.0011499,241.46,0.0041414094,1756,245.22,0.0040779305,1729.06
SSanAndreasPallettCreek,149.30,0.006698,181.75,0.005502199,2334,184.29,0.005426325,2301.81
GarlockWesternallevents,1230.16,8.129E-4,1184.74,8.44064E-4,358,1208.01,8.278078E-4,351.08
ElsinoreFaultJulian,3250.98,3.076E-4,1986.86,5.033063E-4,213,2034.82,4.9144303E-4,207.97
TOTAL,9.08,0.1101451,23.80,0.04201378,17820,24.51,0.04079505,17303.11
