Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],4.539437E-4,2.951004E-4,7.939888E-4,6.010635E-4
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],2.1459156E-4,1.9594822E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0015797241,0.0013314744,0.0013354198,0.0012919805
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],6.5367896E-4,6.2778575E-4,5.7939725E-4,5.6634424E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0013387213,0.0011674486,0.0010927663,0.001065436
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],0.0011290818,7.5958663E-4,5.0346483E-4,4.880227E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.007646063,0.006849489,0.0069874316,0.006719312
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0012941522,0.0012486342,0.0012132677,0.0011954362
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0012528846,0.0011165456,0.0010118817,9.895157E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],7.1310427E-4,3.481471E-4,2.1459156E-4,1.9653418E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0027797862,0.0022978643,0.0021970875,0.00213597
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0025057693,0.0015953609,0.0019577353,0.0018458298
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.004253865,0.004126124,0.0041185073,0.004061452
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.005891364,0.0046282606,0.004192789,0.003986074
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.004331448,0.0042234184,0.0041861865,0.004128093
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0047276174,0.0043712677,0.004333099,0.0042605624
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0046549863,0.0043659057,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],2.8722256E-4,2.2886955E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0024876115,0.0020825583,0.0020683326,0.0020265123
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0015335043,0.0010086959,0.0015879776,0.0012665299
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0020089073,0.0019822652,0.0020089073,0.001988644
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0028920341,0.0015407702,4.935606E-4,4.4512958E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.007276305,0.006719337,0.006464158,0.006322382
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0055315103,0.002585435,0.0029960284,0.0023650853
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.0071326937,0.005613817,0.004539437,0.004407201
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.0071326937,0.005613817,0.0048217075,0.0046552895
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0053845975,0.005259087,0.0052624457,0.005195469
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.0058170822,0.0035351317,0.0047490764,0.0045980853
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],5.4968457E-4,3.120028E-4,2.294479E-4,1.9852692E-4
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.003501144,0.0025389174,0.002065031,0.0018524999
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0052789524,0.0051265312,0.005196417,0.0051346864
