Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,207.34,0.004822887,1625,234.91,0.004256867,1434.11
SSanAndreasIndio,277.37,0.0036053,171.04,0.0058466806,1970,181.71,0.005503198,1854.3
SSAFMCreek1000Palms,261.33,0.0038266,1578.63,6.3346163E-4,213,2289.46,4.3678368E-4,146.53
NSanAndreasFortRoss,306.28,0.003265,182.12,0.0054907496,1851,184.69,0.005414383,1825.24
NSanAndreasNorthCoast,263.87,0.0037898,173.41,0.0057667713,1944,178.23,0.0056108637,1891.47
CalaverasfaultNorth,618.05,0.001618,157.43,0.0063520656,2141,229.88,0.004350132,1465.64
ElsinoreTemecula,1019.16,9.812E-4,648.86,0.0015411705,519,677.49,0.0014760373,497.08
ElsinoreWhittier,3196.93,3.128E-4,1478.39,6.764112E-4,228,1557.55,6.420335E-4,216.39
SSAFCarrizoBidart,114.71,0.0087179,115.16,0.008683503,2927,118.86,0.008413209,2835.79
SanJacintoHogLake,311.78,0.0032074,352.23,0.0028390326,956,356.58,0.0028044546,944.34
PuenteHills,3506.31,2.852E-4,4704.44,2.1256533E-4,72,5136.88,1.9467082E-4,65.92
SanGregorioNorth,1019.06,9.813E-4,381.64,0.0026203003,883,395.19,0.0025304575,852.75
SanJacintoSuperstition,508.26,0.0019675,1154.72,8.660125E-4,292,1242.17,8.050411E-4,271.43
SSanAndreasWrightwood,106.04,0.0094304,149.43,0.0066922554,2256,151.23,0.0066123637,2229.08
SSanAndreasPitmanCanyon,173.48,0.0057643,135.38,0.007386707,2490,153.81,0.006501407,2191.66
SSanAndreasPlungeCreek,205.36,0.0048695,348.24,0.002871613,968,433.36,0.0023075757,777.42
FrazierMountianSSAF,148.57,0.0067307,109.58,0.009125803,3076,116.60,0.008576147,2890.79
NSanAndreasSantaCruzSeg,109.84,0.0091041,114.99,0.008696055,2931,135.05,0.0074046934,2495.77
RodgersCreek,325.31,0.003074,158.31,0.006316618,2129,221.83,0.0045078723,1519.28
GreenValleyMasonRoad,293.31,0.0034094,1639.05,6.101111E-4,206,2241.74,4.4608186E-4,150.47
HaywardfaultNorth,318.34,0.0031413,350.83,0.0028503486,961,361.59,0.0027655773,932.41
HaywardfaultSouth,167.57,0.0059677,332.87,0.0030041367,1012,369.01,0.0027099713,912.91
Compton,2658.16,3.762E-4,5566.92,1.7963267E-4,61,6194.50,1.6143352E-4,54.68
SSanAndreasCoachella,178.45,0.0056037,173.24,0.0057724463,1945,185.74,0.005383941,1814.15
ElsinoreGlenIvy,179.12,0.0055828,536.91,0.0018624956,627,588.10,0.0017003819,572.5
GarlockCentralallevents,1434.93,6.969E-4,599.18,0.0016689424,563,610.31,0.0016385042,552.7
NSanAndreasAlderCreek,869.64,0.0011499,182.34,0.00548415,1849,185.17,0.0054005357,1820.77
SSanAndreasPallettCreek,149.30,0.006698,149.43,0.0066922554,2256,151.17,0.0066151875,2230.02
GarlockWesternallevents,1230.16,8.129E-4,791.23,0.0012638525,426,816.47,0.001224782,412.83
ElsinoreFaultJulian,3250.98,3.076E-4,1227.81,8.144582E-4,274,1254.33,7.9723797E-4,268.08
TOTAL,9.08,0.1101451,13.64,0.073305786,24707,15.27,0.06549631,22074.88
