Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.97327346,0.754574,0.9770007,0.77075577,0.72878754
20.00,0.9018162,0.56938195,0.91492337,0.5940645,0.53113127
30.00,0.7998807,0.42964083,0.8246442,0.45787865,0.3870819
40.00,0.6848154,0.3241958,0.72008157,0.3529126,0.28210047
50.00,0.56460375,0.24462973,0.60932654,0.27200943,0.2055913
60.00,0.44421622,0.18459123,0.49555218,0.20965286,0.14983238
70.00,0.32617798,0.13928775,0.381485,0.16159114,0.10919597
80.00,0.23581633,0.10510291,0.28981853,0.12454731,0.079580665
90.00,0.16267467,0.07930793,0.2115017,0.09599556,0.057997398
100.00,0.10513416,0.0598437,0.14727253,0.07398914,0.04226778
110.00,0.06612729,0.0451565,0.09826465,0.057027552,0.030804234
120.00,0.033344354,0.034073923,0.057060916,0.043954317,0.022449743
130.00,0.01272741,0.025711298,0.026443878,0.033878043,0.016361093
140.00,0.005577287,0.019401077,0.012892244,0.026111698,0.011923761
150.00,0.001574335,0.014639548,0.004874509,0.020125743,0.008689889
160.00,3.5939369E-4,0.011046623,0.0016967413,0.015512032,0.0063330824
170.00,0.0,0.008335494,7.212063E-4,0.011955989,0.0046154717
180.00,0.0,0.0062897475,3.7462372E-4,0.009215148,0.0033636983
190.00,0.0,0.00474608,2.1045709E-4,0.0071026287,0.0024514215
200.00,0.0,0.0035812687,1.1167269E-4,0.005474392,0.0017865654
210.00,0.0,0.0027023323,4.866363E-5,0.0042194193,0.0013020267
220.00,0.0,0.0020391098,2.8258954E-5,0.0032521419,9.489008E-4
230.00,0.0,0.0015386592,0.0,0.0025066072,6.915471E-4
