Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,211.75,0.004722485,2111,239.42,0.004176816,1867.01
SSanAndreasIndio,277.37,0.0036053,169.93,0.0058849175,2630,180.94,0.0055266838,2469.89
SSAFMCreek1000Palms,261.33,0.0038266,1602.56,6.239998E-4,279,2325.25,4.3006171E-4,191.95
NSanAndreasFortRoss,306.28,0.003265,186.79,0.005353514,2393,189.65,0.0052729016,2356.96
NSanAndreasNorthCoast,263.87,0.0037898,179.95,0.0055571804,2484,184.30,0.005425974,2425.36
CalaverasfaultNorth,618.05,0.001618,163.71,0.0061083026,2730,236.24,0.0042329403,1891.77
ElsinoreTemecula,1019.16,9.812E-4,687.48,0.001454584,650,714.61,0.0013993665,625.13
ElsinoreWhittier,3196.93,3.128E-4,1535.39,6.512997E-4,291,1606.96,6.222911E-4,277.94
SSAFCarrizoBidart,114.71,0.0087179,119.92,0.008338589,3727,123.58,0.00809221,3616.85
SanJacintoHogLake,311.78,0.0032074,357.84,0.002794578,1250,361.73,0.002764459,1236.51
PuenteHills,3506.31,2.852E-4,4700.10,2.127613E-4,95,5222.95,1.914626E-4,85.41
SanGregorioNorth,1019.06,9.813E-4,388.62,0.0025732089,1150,402.38,0.0024852084,1110.66
SanJacintoSuperstition,508.26,0.0019675,1181.67,8.4626285E-4,379,1272.86,7.856348E-4,351.74
SSanAndreasWrightwood,106.04,0.0094304,151.81,0.006587386,2944,153.53,0.0065132743,2910.87
SSanAndreasPitmanCanyon,173.48,0.0057643,141.83,0.007050719,3151,157.78,0.006337893,2832.45
SSanAndreasPlungeCreek,205.36,0.0048695,356.53,0.002804784,1254,441.64,0.0022643008,1012.3
FrazierMountianSSAF,148.57,0.0067307,117.38,0.008519059,3807,122.65,0.008153327,3643.58
NSanAndreasSantaCruzSeg,109.84,0.0091041,121.32,0.008242583,3684,139.77,0.0071546696,3197.59
RodgersCreek,325.31,0.003074,167.60,0.0059665455,2666,227.91,0.004387767,1960.5
GreenValleyMasonRoad,293.31,0.0034094,1686.61,5.929036E-4,264,2310.23,4.3285685E-4,192.38
HaywardfaultNorth,318.34,0.0031413,370.58,0.0026984725,1206,380.43,0.0026286214,1174.78
HaywardfaultSouth,167.57,0.0059677,348.83,0.0028667154,1281,383.20,0.002609605,1166.1
Compton,2658.16,3.762E-4,6261.24,1.5971265E-4,71,6818.27,1.4666481E-4,65.14
SSanAndreasCoachella,178.45,0.0056037,174.03,0.0057461327,2568,186.20,0.0053707096,2400.18
ElsinoreGlenIvy,179.12,0.0055828,576.55,0.0017344543,775,621.30,0.0016095174,719.08
GarlockCentralallevents,1434.93,6.969E-4,629.55,0.0015884392,710,640.87,0.0015603895,697.48
NSanAndreasAlderCreek,869.64,0.0011499,187.97,0.0053199427,2378,190.72,0.0052433745,2343.74
SSanAndreasPallettCreek,149.30,0.006698,151.55,0.006598578,2949,153.29,0.0065235025,2915.45
GarlockWesternallevents,1230.16,8.129E-4,823.64,0.0012141255,543,844.26,0.0011844676,529.75
ElsinoreFaultJulian,3250.98,3.076E-4,1250.08,7.9994573E-4,357,1276.41,7.8345E-4,349.64
TOTAL,9.08,0.1101451,14.33,0.069796376,31196,15.88,0.062978916,28148.94
