Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.8840979,0.5498973,0.89834946,0.57521147,0.33238843
20.00,0.6697224,0.30238703,0.7029647,0.33086824,0.110482074
30.00,0.45099247,0.1662818,0.4949554,0.19031923,0.036722966
40.00,0.2721405,0.09143791,0.31494159,0.1094738,0.012206289
50.00,0.15841304,0.05028146,0.1946665,0.062970586,0.004057229
60.00,0.09023335,0.02764964,0.11542232,0.036221407,0.001348576
70.00,0.048534,0.015204461,0.064905606,0.02083497,4.4825108E-4
80.00,0.024795057,0.0083608925,0.035946824,0.011984513,1.4899348E-4
90.00,0.005553985,0.0045976317,0.012551004,0.0068936297,4.952371E-5
100.00,0.0034192232,0.0025282253,0.00760024,0.003965295,1.6461108E-5
110.00,0.0013914029,0.0013902643,0.0026235632,0.0022808833,5.4714824E-6
120.00,0.0,7.6450256E-4,5.4789946E-4,0.0013119902,1.8186574E-6
130.00,0.0,4.2039788E-4,7.2783274E-5,7.5467187E-4,6.045007E-7
140.00,0.0,2.3117565E-4,1.243444E-5,4.340959E-4,2.0092905E-7
150.00,0.0,1.2712287E-4,0.0,2.4969695E-4,6.678649E-8
