Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9754155,0.7634998,0.9787868,0.77807343,0.72878754
20.00,0.90913683,0.5829319,0.92002183,0.60539824,0.53113127
30.00,0.818097,0.44506836,0.8392335,0.47104424,0.3870819
40.00,0.69929254,0.3398096,0.7322143,0.366507,0.28210047
50.00,0.58480406,0.25944456,0.6256922,0.28516936,0.2055913
60.00,0.46241915,0.19808586,0.51176405,0.22188269,0.14983238
70.00,0.35567787,0.1512385,0.40883824,0.17264102,0.10919597
80.00,0.25557274,0.115470566,0.30483204,0.13432738,0.079580665
90.00,0.17760438,0.08816175,0.22390594,0.104516566,0.057997398
100.00,0.11947814,0.06731147,0.15933931,0.08132156,0.04226778
110.00,0.07719243,0.0513923,0.11098389,0.063274145,0.030804234
120.00,0.04543301,0.039238006,0.06975533,0.049231928,0.022449743
130.00,0.021263935,0.029958209,0.0389882,0.038306054,0.016361093
140.00,0.005034324,0.022873085,0.013456406,0.029804923,0.011923761
150.00,0.0,0.017463597,0.0033367104,0.023190416,0.008689889
160.00,0.0,0.013333451,0.0015949798,0.018043846,0.0063330824
170.00,0.0,0.010180087,8.123327E-4,0.014039437,0.0046154717
180.00,0.0,0.007772494,4.0626226E-4,0.0109237125,0.0033636983
190.00,0.0,0.0059342976,2.6432142E-4,0.00849945,0.0024514215
200.00,0.0,0.004530835,2.2610533E-4,0.0066131963,0.0017865654
210.00,0.0,0.0034592913,1.5980857E-4,0.005145552,0.0013020267
220.00,0.0,0.0026411682,1.10031164E-4,0.0040036174,9.489008E-4
230.00,0.0,0.0020165313,6.024613E-5,0.003115108,6.915471E-4
240.00,0.0,0.0015396212,0.0,0.0024237828,5.039909E-4
