Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,370.60,0.0026982948,861,386.80,0.0025853459,824.94
SSanAndreasIndio,277.37,0.0036053,318.87,0.0031361226,1000,324.98,0.003077079,981.18
SSAFMCreek1000Palms,261.33,0.0038266,3758.90,2.6603535E-4,85,4504.86,2.2198251E-4,70.8
NSanAndreasFortRoss,306.28,0.003265,321.12,0.0031141299,993,324.50,0.0030817029,982.66
NSanAndreasNorthCoast,263.87,0.0037898,309.19,0.0032342582,1032,313.30,0.0031918185,1018.45
CalaverasfaultNorth,618.05,0.001618,450.22,0.0022211433,707,507.11,0.001971948,627.56
ElsinoreTemecula,1019.16,9.812E-4,1202.82,8.313787E-4,264,1218.11,8.209416E-4,260.68
ElsinoreWhittier,3196.93,3.128E-4,2708.32,3.6923253E-4,118,2758.56,3.625075E-4,115.79
SSAFCarrizoBidart,114.71,0.0087179,207.94,0.0048090466,1534,210.93,0.0047409767,1512.28
SanJacintoHogLake,311.78,0.0032074,511.59,0.0019546836,623,517.22,0.0019334065,616.19
PuenteHills,3506.31,2.852E-4,8672.41,1.1530814E-4,37,8876.50,1.1265701E-4,36.16
SanGregorioNorth,1019.06,9.813E-4,647.43,0.0015445594,493,656.61,0.0015229636,486.1
SanJacintoSuperstition,508.26,0.0019675,2157.68,4.6346016E-4,147,2195.05,4.5557137E-4,144.5
SSanAndreasWrightwood,106.04,0.0094304,251.22,0.0039805686,1270,253.79,0.003940223,1257.1
SSanAndreasPitmanCanyon,173.48,0.0057643,248.09,0.0040307567,1286,255.79,0.003909395,1247.31
SSanAndreasPlungeCreek,205.36,0.0048695,746.02,0.0013404451,428,792.83,0.0012612978,402.62
FrazierMountianSSAF,148.57,0.0067307,192.98,0.0051819533,1653,197.32,0.0050677825,1616.59
NSanAndreasSantaCruzSeg,109.84,0.0091041,283.69,0.0035250303,1125,295.41,0.0033851152,1080.32
RodgersCreek,325.31,0.003074,611.15,0.0016362516,522,624.49,0.0016013093,510.83
GreenValleyMasonRoad,293.31,0.0034094,5413.67,1.8471773E-4,59,5571.58,1.7948242E-4,57.23
HaywardfaultNorth,318.34,0.0031413,639.51,0.0015636929,499,648.39,0.0015422828,492.17
HaywardfaultSouth,167.57,0.0059677,770.45,0.0012979447,414,786.19,0.0012719647,405.72
Compton,2658.16,3.762E-4,11317.30,8.83603E-5,28,11680.02,8.561626E-5,27.09
SSanAndreasCoachella,178.45,0.0056037,324.39,0.003082755,983,331.52,0.00301645,961.86
ElsinoreGlenIvy,179.12,0.0055828,1026.00,9.746617E-4,310,1046.87,9.5522776E-4,303.83
GarlockCentralallevents,1434.93,6.969E-4,1049.12,9.5318386E-4,304,1062.93,9.4079535E-4,300.03
NSanAndreasAlderCreek,869.64,0.0011499,320.79,0.0031172691,994,324.07,0.003085784,983.96
SSanAndreasPallettCreek,149.30,0.006698,250.83,0.003986842,1272,253.47,0.003945279,1258.74
GarlockWesternallevents,1230.16,8.129E-4,1376.30,7.265868E-4,232,1394.47,7.1711914E-4,228.99
ElsinoreFaultJulian,3250.98,3.076E-4,2089.24,4.7864293E-4,152,2108.51,4.7426773E-4,150.61
TOTAL,9.08,0.1101451,28.58,0.034991674,11160,29.24,0.0341985,10907.03
