Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0030222787,0.0018654967,0.0022165468,0.0019689433
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],1.3481118E-4,1.3029246E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0014264905,0.0011772586,9.4681344E-4,9.2818495E-4
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],5.0789333E-4,4.90745E-4,4.7654187E-4,4.7119355E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0010753544,8.923303E-4,8.4648887E-4,8.314749E-4
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],5.705962E-4,4.7527667E-4,3.6994697E-4,3.6324043E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.005486502,0.004927073,0.005157312,0.0050369645
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],9.844352E-4,9.5012435E-4,9.499486E-4,9.386565E-4
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],8.2454283E-4,7.5018575E-4,7.2421826E-4,7.1466557E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],7.2421826E-4,4.225711E-4,1.8497348E-4,1.7753502E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.001874816,0.0016310355,0.0015644368,0.0015420587
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0024485474,0.0018675933,0.0012916793,0.0012675531
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0031476845,0.003085958,0.0031131979,0.003080496
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.0043390393,0.0035844545,0.0035270369,0.003386179
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.00315709,0.0030942138,0.0031131979,0.0030816612
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0034235772,0.0032174273,0.0032354684,0.0031950357
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0036712536,0.0033539352,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],1.9437892E-4,1.687686E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0018497349,0.0016754898,0.001545626,0.0015229858
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0023419524,0.0018398062,0.001636545,0.0016001487
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0019782758,0.0019398269,0.0019563297,0.0019339189
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0012571927,0.0010567256,7.869211E-4,7.4769766E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0063079097,0.005359152,0.004815581,0.004748713
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0050413115,0.0030769312,0.0026053046,0.0023579397
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.005063257,0.004174689,0.0029564407,0.0029048524
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.005063257,0.004174689,0.0031351438,0.0030755855
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0039973087,0.0039356,0.003984768,0.0039443183
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.0043515796,0.0028541104,0.0037872538,0.0036620223
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0030881166,0.0020662374,0.0013418415,0.0012630855
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0030567653,0.0022701363,0.001981411,0.0019007218
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0039879032,0.0039067515,0.0039816326,0.003941167
