Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.003931236,0.0025825978,0.0030458225,0.0024602697
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],2.529753E-4,2.2896758E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.002109814,0.0016872645,0.0014014832,0.0013387381
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],7.2350935E-4,6.956008E-4,7.184498E-4,7.085229E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0015482089,0.0012872148,0.001259817,0.0012137807
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],8.39878E-4,6.80662E-4,5.666647E-4,5.416591E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.0080952095,0.0072200466,0.0076651517,0.007316842
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0014672567,0.0013995181,0.0014166617,0.0013971863
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0011535673,0.0010613273,0.0010726153,0.0010534287
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],9.5624663E-4,5.518964E-4,2.580348E-4,2.361425E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0026056457,0.0022785813,0.0023121943,0.002250118
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0037946294,0.002744366,0.002008624,0.0018999733
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0045535555,0.0044597816,0.0045181387,0.004465457
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.006096705,0.0049313568,0.0049228994,0.0045868647
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0044979006,0.0044328705,0.004477663,0.004430494
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0045687337,0.004432401,0.004523198,0.0044600493
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.00522141,0.004846414,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],2.7827284E-4,2.2822726E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0027776689,0.0024406402,0.0023374918,0.0022777799
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.002959811,0.0023548747,0.0022919562,0.0022040617
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0029041565,0.0028251896,0.0028737993,0.0028352097
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0018821362,0.0015055496,0.0011738053,0.0010469474
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.008059793,0.007171209,0.0068353927,0.0067115417
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.007007416,0.0039475807,0.0038249865,0.0030981782
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.00757914,0.0060163983,0.004619329,0.0044646794
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.00757914,0.0060163983,0.00491784,0.0047330107
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0058842055,0.0057860073,0.0058740866,0.0058139046
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.006268728,0.0038643545,0.005570516,0.0052310363
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0044118892,0.0028144673,0.0019580289,0.0017201675
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.004270223,0.0031360113,0.0026056457,0.0024243116
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0058842055,0.0057383557,0.0058690268,0.0058074985
