Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,256.58,0.0038973675,770,279.63,0.003576176,706.54
SSanAndreasIndio,277.37,0.0036053,203.40,0.0049164933,972,211.46,0.004729072,934.96
SSAFMCreek1000Palms,261.33,0.0038266,2293.64,4.3598903E-4,86,3169.35,3.1552184E-4,62.06
NSanAndreasFortRoss,306.28,0.003265,223.28,0.004478591,885,225.67,0.0044311774,875.63
NSanAndreasNorthCoast,263.87,0.0037898,221.03,0.004524187,894,224.19,0.0044605043,881.43
CalaverasfaultNorth,618.05,0.001618,328.49,0.0030442677,602,407.75,0.002452501,484.91
ElsinoreTemecula,1019.16,9.812E-4,804.01,0.0012437608,246,824.77,0.0012124522,239.81
ElsinoreWhittier,3196.93,3.128E-4,1745.57,5.7287957E-4,112,1823.44,5.4841326E-4,107.25
SSAFCarrizoBidart,114.71,0.0087179,146.37,0.006832143,1351,149.01,0.006711017,1326.99
SanJacintoHogLake,311.78,0.0032074,349.60,0.0028603973,566,354.02,0.0028247123,558.92
PuenteHills,3506.31,2.852E-4,6571.29,1.5217706E-4,29,6893.54,1.4506334E-4,27.6
SanGregorioNorth,1019.06,9.813E-4,427.76,0.002337735,462,438.96,0.0022780935,450.23
SanJacintoSuperstition,508.26,0.0019675,1445.41,6.9184485E-4,135,1504.10,6.648489E-4,129.76
SSanAndreasWrightwood,106.04,0.0094304,170.19,0.005875821,1161,172.09,0.005810934,1148.19
SSanAndreasPitmanCanyon,173.48,0.0057643,166.04,0.006022717,1190,178.35,0.005607091,1107.86
SSanAndreasPlungeCreek,205.36,0.0048695,511.03,0.001956822,387,580.46,0.0017227571,340.16
FrazierMountianSSAF,148.57,0.0067307,129.68,0.0077111362,1524,135.36,0.0073878663,1460.14
NSanAndreasSantaCruzSeg,109.84,0.0091041,203.27,0.0049196775,973,218.00,0.004587101,907.27
RodgersCreek,325.31,0.003074,435.56,0.0022959088,453,452.40,0.0022104206,436.12
GreenValleyMasonRoad,293.31,0.0034094,3855.59,2.5936373E-4,50,4162.50,2.4024012E-4,46.3
HaywardfaultNorth,318.34,0.0031413,432.24,0.0023135268,457,444.00,0.0022522728,444.9
HaywardfaultSouth,167.57,0.0059677,510.73,0.0019579749,386,537.03,0.001862098,367.1
Compton,2658.16,3.762E-4,7666.51,1.3043747E-4,25,7894.31,1.2667346E-4,24.28
SSanAndreasCoachella,178.45,0.0056037,206.37,0.0048456066,958,215.29,0.0046449583,918.36
ElsinoreGlenIvy,179.12,0.0055828,675.46,0.0014804834,293,712.20,0.0014041073,277.87
GarlockCentralallevents,1434.93,6.969E-4,704.82,0.0014188094,280,715.56,0.001397513,275.77
NSanAndreasAlderCreek,869.64,0.0011499,221.53,0.004514055,892,224.14,0.0044615683,881.62
SSanAndreasPallettCreek,149.30,0.006698,170.19,0.005875821,1161,171.83,0.0058196057,1149.86
GarlockWesternallevents,1230.16,8.129E-4,930.15,0.0010750915,212,946.47,0.0010565534,208.35
ElsinoreFaultJulian,3250.98,3.076E-4,1391.48,7.1865733E-4,142,1411.11,7.086644E-4,140.03
TOTAL,9.08,0.1101451,19.50,0.05128662,10135,20.32,0.04922293,9727.21
