Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9881272,0.83524066,0.98871505,0.8389311,0.72878754
20.00,0.9567345,0.69762695,0.95889544,0.7038054,0.53113127
30.00,0.90837795,0.58268636,0.9120497,0.59044427,0.3870819
40.00,0.8412783,0.48668334,0.84751534,0.49534205,0.28210047
50.00,0.7673258,0.40649772,0.7759867,0.41555786,0.2055913
60.00,0.69384134,0.3395234,0.7058223,0.3486244,0.14983238
70.00,0.62000287,0.28358373,0.63292253,0.2924719,0.10919597
80.00,0.54850817,0.23686066,0.56337965,0.24536376,0.079580665
90.00,0.4723062,0.19783565,0.4883529,0.20584328,0.057997398
100.00,0.40995836,0.16524038,0.42622608,0.17268834,0.04226778
110.00,0.35194853,0.13801548,0.36752832,0.14487362,0.030804234
120.00,0.28932554,0.11527614,0.30614898,0.12153898,0.022449743
130.00,0.23485306,0.09628332,0.2501942,0.101962835,0.016361093
140.00,0.1737899,0.08041974,0.18787405,0.085539795,0.011923761
150.00,0.13608296,0.06716984,0.14685746,0.071761996,0.008689889
160.00,0.10152795,0.056102976,0.109524764,0.06020337,0.0063330824
170.00,0.06513964,0.046859488,0.0722614,0.05050648,0.0046154717
180.00,0.04490782,0.039138947,0.051267568,0.04237146,0.0033636983
190.00,0.032607123,0.03269044,0.037601404,0.035546735,0.0024514215
200.00,0.020312557,0.027304383,0.023702057,0.029821262,0.0017865654
210.00,0.008430634,0.022805732,0.010525152,0.025017984,0.0013020267
220.00,0.0,0.019048274,0.0018826893,0.020988366,9.489008E-4
230.00,0.0,0.015909892,0.0010131068,0.017607793,6.915471E-4
240.00,0.0,0.013288588,6.093537E-4,0.014771725,5.039909E-4
250.00,0.0,0.011099169,2.9992982E-4,0.012392459,3.673023E-4
260.00,0.0,0.009270477,1.310387E-4,0.01039642,2.6768536E-4
270.00,0.0,0.007743079,1.2212759E-4,0.00872188,1.9508575E-4
280.00,0.0,0.0064673345,1.1321649E-4,0.0073170564,1.4217607E-4
290.00,0.0,0.005401781,7.754318E-5,0.0061385063,1.0361615E-4
300.00,0.0,0.0045117866,5.9271075E-5,0.005149784,7.551416E-5
310.00,0.0,0.0037684278,0.0,0.004320314,5.503378E-5
