Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.8850001,0.5490263,0.89047265,0.55858576,0.33459413
20.00,0.67514664,0.30142993,0.6876654,0.31201804,0.111953236
30.00,0.46421567,0.16549297,0.47928047,0.17428882,0.037458897
40.00,0.29767272,0.090859994,0.31198993,0.097355254,0.012533528
50.00,0.17500785,0.04988453,0.18805051,0.05438126,0.004193645
60.00,0.10320168,0.02738792,0.111950584,0.030376596,0.001403169
70.00,0.05871379,0.01503669,0.06429671,0.016967934,4.6949214E-4
80.00,0.03268263,0.0082555385,0.03652104,0.009478046,1.5708932E-4
90.00,0.015107886,0.0045325086,0.017653413,0.005294301,5.2561165E-5
100.00,0.010031756,0.0024884664,0.011534762,0.0029573212,1.7586659E-5
110.00,0.002597567,0.0013662336,0.002244252,0.0016519175,5.884393E-6
120.00,0.0024500077,7.5009826E-4,0.001873716,9.227375E-4,1.9688835E-6
130.00,0.0023024483,4.1182368E-4,0.0017354207,5.15428E-4,6.5877686E-7
140.00,0.002154889,2.2610206E-4,0.0017088006,2.8791075E-4,2.2042288E-7
150.00,0.0020073298,1.2413599E-4,0.0016916628,1.6082285E-4,7.3752204E-8
160.00,0.0018597704,6.8153924E-5,0.0016603215,8.983335E-5,2.4677055E-8
170.00,0.0017122112,3.74183E-5,0.0016512917,5.0179628E-5,8.256798E-9
180.00,0.0,2.0543632E-5,0.0,2.8029626E-5,2.762676E-9
