Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,198.38,0.0050408854,2592,228.43,0.004377675,2250.65
SSanAndreasIndio,277.37,0.0036053,166.66,0.0060001505,3085,177.86,0.0056224144,2890.8
SSAFMCreek1000Palms,261.33,0.0038266,1693.06,5.906466E-4,304,2384.71,4.1933908E-4,215.76
NSanAndreasFortRoss,306.28,0.003265,180.33,0.0055453167,2852,183.17,0.005459406,2807.81
NSanAndreasNorthCoast,263.87,0.0037898,170.47,0.0058662486,3017,176.07,0.005679661,2921.06
CalaverasfaultNorth,618.05,0.001618,166.88,0.005992458,3082,239.27,0.0041794647,2149.4
ElsinoreTemecula,1019.16,9.812E-4,667.90,0.0014972327,769,695.42,0.0014379707,738.57
ElsinoreWhittier,3196.93,3.128E-4,1463.53,6.832801E-4,351,1549.14,6.455198E-4,331.62
SSAFCarrizoBidart,114.71,0.0087179,115.85,0.008631819,4439,119.97,0.008335469,4286.61
SanJacintoHogLake,311.78,0.0032074,358.61,0.002788567,1435,362.73,0.0027569088,1418.72
PuenteHills,3506.31,2.852E-4,4836.71,2.0675205E-4,106,5261.07,1.9007522E-4,97.2
SanGregorioNorth,1019.06,9.813E-4,376.71,0.0026545522,1366,391.57,0.002553812,1314.15
SanJacintoSuperstition,508.26,0.0019675,1175.22,8.5090264E-4,438,1259.75,7.9380546E-4,408.59
SSanAndreasWrightwood,106.04,0.0094304,148.73,0.006723794,3458,150.49,0.0066451374,3417.55
SSanAndreasPitmanCanyon,173.48,0.0057643,142.42,0.0070213764,3611,155.01,0.0064514023,3317.68
SSanAndreasPlungeCreek,205.36,0.0048695,347.17,0.0028804317,1481,431.88,0.0023154586,1190.43
FrazierMountianSSAF,148.57,0.0067307,114.97,0.008697948,4473,120.19,0.00832001,4278.65
NSanAndreasSantaCruzSeg,109.84,0.0091041,118.91,0.008409676,4324,137.19,0.007289225,3747.82
RodgersCreek,325.31,0.003074,163.57,0.006113561,3145,225.15,0.00444157,2284.37
GreenValleyMasonRoad,293.31,0.0034094,1743.43,5.73582E-4,295,2333.41,4.285571E-4,220.34
HaywardfaultNorth,318.34,0.0031413,354.01,0.0028248022,1452,365.58,0.002735385,1406.05
HaywardfaultSouth,167.57,0.0059677,319.17,0.0031331654,1610,362.21,0.0027608557,1418.64
Compton,2658.16,3.762E-4,5671.10,1.7633277E-4,90,6216.25,1.608686E-4,82.11
SSanAndreasCoachella,178.45,0.0056037,170.08,0.0058795246,3023,182.02,0.00549376,2824.68
ElsinoreGlenIvy,179.12,0.0055828,538.93,0.0018555241,955,585.76,0.0017071837,878.34
GarlockCentralallevents,1434.93,6.969E-4,612.35,0.0016330458,840,623.42,0.0016040598,825.03
NSanAndreasAlderCreek,869.64,0.0011499,180.14,0.005551152,2855,183.19,0.005458744,2807.46
SSanAndreasPallettCreek,149.30,0.006698,148.47,0.006735464,3464,150.26,0.0066550965,3422.67
GarlockWesternallevents,1230.16,8.129E-4,791.69,0.001263125,650,814.70,0.0012274473,631.64
ElsinoreFaultJulian,3250.98,3.076E-4,1248.21,8.011451E-4,412,1276.29,7.835196E-4,402.94
TOTAL,9.08,0.1101451,13.95,0.07168464,36869,15.49,0.06456122,33205.31
