Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.97312605,0.7538595,0.97682303,0.77080065,0.72878754
20.00,0.9020834,0.5683041,0.91581976,0.5941336,0.53113127
30.00,0.80150944,0.4284215,0.8270086,0.45795858,0.3870819
40.00,0.6846213,0.32296962,0.7215305,0.35299477,0.28210047
50.00,0.55353594,0.24347371,0.6017921,0.2720886,0.2055913
60.00,0.43722764,0.18354496,0.491938,0.20972605,0.14983238
70.00,0.3306799,0.13836712,0.3871468,0.16165698,0.10919597
80.00,0.23995042,0.104309365,0.29410988,0.1246053,0.079580665
90.00,0.1675643,0.078634605,0.21618317,0.096045844,0.057997398
100.00,0.101176985,0.059279446,0.14453916,0.074032195,0.04226778
110.00,0.06315237,0.044688374,0.0973177,0.057064064,0.030804234
120.00,0.032752767,0.033688754,0.057633303,0.043985017,0.022449743
130.00,0.014266802,0.02539659,0.029134488,0.03390368,0.016361093
140.00,0.0027112924,0.019145459,0.010385788,0.026132977,0.011923761
150.00,8.9231716E-4,0.014432986,0.003957846,0.020143315,0.008689889
160.00,0.0,0.010880444,0.0015006054,0.01552648,0.0063330824
170.00,0.0,0.0082023265,7.0523174E-4,0.011967821,0.0046154717
180.00,0.0,0.0061834017,3.5074636E-4,0.009224804,0.0033636983
190.00,0.0,0.004661416,1.9281368E-4,0.007110485,0.0024514215
200.00,0.0,0.0035140528,1.0523663E-4,0.0054807663,0.0017865654
210.00,0.0,0.0026491021,4.937532E-5,0.004224578,0.0013020267
220.00,0.0,0.0019970508,2.8081904E-5,0.0032563074,9.489008E-4
230.00,0.0,0.0015054957,1.1936914E-5,0.002509964,6.915471E-4
240.00,0.0,0.0011349323,0.0,0.0019346818,5.039909E-4
