Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,209.70,0.004768654,1522,237.40,0.004212264,1344.35
SSanAndreasIndio,277.37,0.0036053,175.63,0.0056938687,1819,186.31,0.0053672893,1714.72
SSAFMCreek1000Palms,261.33,0.0038266,1476.31,6.7736366E-4,215,2214.18,4.5163493E-4,143.14
NSanAndreasFortRoss,306.28,0.003265,189.38,0.0052803666,1686,191.81,0.005213401,1664.62
NSanAndreasNorthCoast,263.87,0.0037898,180.87,0.00552874,1765,185.54,0.0053896527,1720.57
CalaverasfaultNorth,618.05,0.001618,163.47,0.006117397,1954,235.19,0.0042518564,1357.77
ElsinoreTemecula,1019.16,9.812E-4,689.39,0.0014505569,463,715.32,0.0013979791,446.21
ElsinoreWhittier,3196.93,3.128E-4,1532.41,6.525664E-4,209,1611.93,6.203737E-4,198.69
SSAFCarrizoBidart,114.71,0.0087179,120.71,0.008284104,2646,124.50,0.0080321105,2565.52
SanJacintoHogLake,311.78,0.0032074,354.70,0.002819295,901,358.99,0.0027855572,890.22
PuenteHills,3506.31,2.852E-4,5110.68,1.956687E-4,62,5550.00,1.8018008E-4,57.1
SanGregorioNorth,1019.06,9.813E-4,392.40,0.002548412,814,406.73,0.0024586078,785.3
SanJacintoSuperstition,508.26,0.0019675,1223.42,8.1737956E-4,261,1313.43,7.61365E-4,243.1
SSanAndreasWrightwood,106.04,0.0094304,153.02,0.0065350244,2087,154.87,0.006456828,2062.03
SSanAndreasPitmanCanyon,173.48,0.0057643,143.66,0.0069610854,2223,159.67,0.0062628286,1999.99
SSanAndreasPlungeCreek,205.36,0.0048695,361.50,0.0027662246,882,446.58,0.0022392487,713.94
FrazierMountianSSAF,148.57,0.0067307,116.49,0.008584775,2742,122.10,0.008189683,2615.83
NSanAndreasSantaCruzSeg,109.84,0.0091041,119.65,0.008357437,2669,139.07,0.0071906,2296.21
RodgersCreek,325.31,0.003074,170.18,0.005875962,1877,231.38,0.0043218965,1380.56
GreenValleyMasonRoad,293.31,0.0034094,1837.35,5.4426084E-4,174,2447.20,4.086303E-4,130.45
HaywardfaultNorth,318.34,0.0031413,372.06,0.0026877264,859,383.51,0.0026074736,833.36
HaywardfaultSouth,167.57,0.0059677,342.27,0.0029216462,933,378.83,0.0026397249,843.01
Compton,2658.16,3.762E-4,5995.22,1.6679955E-4,53,6542.32,1.52851E-4,48.58
SSanAndreasCoachella,178.45,0.0056037,179.58,0.0055685914,1779,191.54,0.005220956,1667.98
ElsinoreGlenIvy,179.12,0.0055828,579.69,0.0017250458,551,631.50,0.0015835307,505.74
GarlockCentralallevents,1434.93,6.969E-4,647.99,0.0015432376,493,660.17,0.0015147576,483.9
NSanAndreasAlderCreek,869.64,0.0011499,189.72,0.0052709654,1683,192.54,0.0051937476,1658.33
SSanAndreasPallettCreek,149.30,0.006698,153.24,0.006525626,2084,154.99,0.0064520347,2060.47
GarlockWesternallevents,1230.16,8.129E-4,821.08,0.0012179109,389,845.31,0.0011830034,377.76
ElsinoreFaultJulian,3250.98,3.076E-4,1234.49,8.100513E-4,259,1258.93,7.9432374E-4,253.96
TOTAL,9.08,0.1101451,14.30,0.06995132,22341,15.87,0.06301959,20127.03
