Magnitude,Incremental Rate (1/yr),Cumulative Rate (1/yr)
6.0,0.0848756867597018,0.6525943671429449
6.1,0.0691980919094481,0.5677186803832431
6.2,0.05980468576789406,0.49852058847379505
6.3,0.05435024793503168,0.438715902705901
6.4,0.04820696031845534,0.3843656547708693
6.5,0.04100534894326391,0.336158694452414
6.6,0.0378241153966576,0.29515334550915007
6.7,0.03544758364284443,0.2573292301124925
6.8,0.03399786796166459,0.22188164646964803
6.9,0.03401352363856718,0.18788377850798343
7.0,0.025418557019045235,0.15387025486941625
7.1,0.028790789823863135,0.128451697850371
7.2,0.0292886403493655,0.09966090802650786
7.3,0.025434212695947825,0.07037226767714236
7.4,0.01444079637494908,0.044938054981194527
7.5,0.010235681558913386,0.03049725860624545
7.6,0.009136653040351564,0.020261577047332065
7.7,0.006055615825921838,0.0111249240069805
7.8,0.004543277437131637,0.0050693081810586635
7.9,5.228996085465083E-4,5.260307439270262E-4
8.0,3.1311353805180136E-6,3.1311353805180136E-6
8.1,0.0,0.0
8.2,0.0,0.0
8.3,0.0,0.0
8.4,0.0,0.0
8.5,0.0,0.0
8.6,0.0,0.0
8.7,0.0,0.0
8.8,0.0,0.0
8.9,0.0,0.0
