Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,233.74,0.004278325,2102,258.93,0.0038620974,1897.52
SSanAndreasIndio,277.37,0.0036053,198.52,0.0050372197,2476,207.86,0.004810859,2364.75
SSAFMCreek1000Palms,261.33,0.0038266,1752.43,5.70636E-4,280,2449.06,4.0831996E-4,200.03
NSanAndreasFortRoss,306.28,0.003265,216.45,0.004620089,2271,218.92,0.004567786,2245.29
NSanAndreasNorthCoast,263.87,0.0037898,204.99,0.0048781848,2397,209.24,0.0047791195,2348.33
CalaverasfaultNorth,618.05,0.001618,187.36,0.0053373235,2623,257.08,0.0038898673,1911.36
ElsinoreTemecula,1019.16,9.812E-4,792.70,0.0012615111,620,812.91,0.0012301417,604.57
ElsinoreWhittier,3196.93,3.128E-4,1733.83,5.7675736E-4,283,1809.52,5.526334E-4,271.16
SSAFCarrizoBidart,114.71,0.0087179,138.50,0.0072204135,3548,141.68,0.007057931,3468.16
SanJacintoHogLake,311.78,0.0032074,405.38,0.0024668335,1213,409.63,0.0024412507,1200.42
PuenteHills,3506.31,2.852E-4,5677.17,1.7614418E-4,86,6154.54,1.6248175E-4,79.24
SanGregorioNorth,1019.06,9.813E-4,446.44,0.0022399412,1101,460.95,0.002169452,1066.36
SanJacintoSuperstition,508.26,0.0019675,1378.03,7.2567357E-4,357,1451.08,6.8914297E-4,339.02
SSanAndreasWrightwood,106.04,0.0094304,173.67,0.0057579638,2831,175.57,0.005695603,2800.32
SSanAndreasPitmanCanyon,173.48,0.0057643,163.18,0.006128264,3013,177.93,0.005620129,2763.21
SSanAndreasPlungeCreek,205.36,0.0048695,405.52,0.0024659932,1212,483.86,0.0020667012,1015.49
FrazierMountianSSAF,148.57,0.0067307,134.40,0.007440657,3657,139.28,0.0071799573,3528.89
NSanAndreasSantaCruzSeg,109.84,0.0091041,137.37,0.0072795325,3578,153.94,0.0064959917,3192.79
RodgersCreek,325.31,0.003074,191.06,0.005233841,2572,249.27,0.0040116473,1971.33
GreenValleyMasonRoad,293.31,0.0034094,1979.95,5.0506403E-4,248,2540.96,3.935525E-4,193.14
HaywardfaultNorth,318.34,0.0031413,419.57,0.0023833648,1171,428.70,0.0023326604,1146.07
HaywardfaultSouth,167.57,0.0059677,392.94,0.0025449418,1251,426.53,0.0023445212,1152.48
Compton,2658.16,3.762E-4,6735.89,1.4845855E-4,72,7234.81,1.382206E-4,67
SSanAndreasCoachella,178.45,0.0056037,202.70,0.0049334224,2425,213.67,0.004680215,2300.56
ElsinoreGlenIvy,179.12,0.0055828,656.14,0.0015240741,748,699.97,0.0014286295,701.17
GarlockCentralallevents,1434.93,6.969E-4,734.42,0.0013616137,669,743.13,0.0013456637,661.14
NSanAndreasAlderCreek,869.64,0.0011499,216.26,0.00462416,2273,218.94,0.0045675547,2245.14
SSanAndreasPallettCreek,149.30,0.006698,173.24,0.005772206,2838,175.15,0.0057092384,2807.02
GarlockWesternallevents,1230.16,8.129E-4,951.86,0.0010505738,517,969.16,0.0010318162,507.73
ElsinoreFaultJulian,3250.98,3.076E-4,1410.00,7.092179E-4,349,1433.52,6.97582E-4,343.26
TOTAL,9.08,0.1101451,16.34,0.06119922,30080,17.85,0.05602859,27538.67
