Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,689.06,0.0014512446,36,827.66,0.001208229,30
SSanAndreasIndio,277.37,0.0036053,216.77,0.0046131564,467,240.05,0.004165745,421.69
SSAFMCreek1000Palms,261.33,0.0038266,476.01,0.00210081,208,549.20,0.0018208448,180.18
NSanAndreasFortRoss,306.28,0.003265,320.24,0.003122661,452,323.44,0.0030917805,447.54
NSanAndreasNorthCoast,263.87,0.0037898,320.24,0.003122661,452,323.78,0.003088525,447.01
CalaverasfaultNorth,618.05,0.001618,377.05,0.0026521701,384,444.60,0.0022492376,325.64
ElsinoreTemecula,1019.16,9.812E-4,1092.57,9.152769E-4,77,1143.24,8.74705E-4,70.41
ElsinoreWhittier,3196.93,3.128E-4,1429.85,6.993747E-4,58,1648.06,6.0677395E-4,49.34
SSAFCarrizoBidart,114.71,0.0087179,190.78,0.00524167,758,194.23,0.0051484313,744.51
SanJacintoHogLake,311.78,0.0032074,451.78,0.0022134501,320,457.11,0.0021876777,316.27
PuenteHills,3506.31,2.852E-4,12596.56,7.938677E-5,10,13031.73,7.673576E-5,9.68
SanGregorioNorth,1019.06,9.813E-4,237.26,0.0042147804,609,293.37,0.003408617,492.47
SanJacintoSuperstition,508.26,0.0019675,357.74,0.002795354,405,427.62,0.0023385328,338.79
SSanAndreasWrightwood,106.04,0.0094304,210.00,0.004761904,689,212.31,0.004710125,681.5
SSanAndreasPitmanCanyon,173.48,0.0057643,220.24,0.00454042,657,233.73,0.004278485,619.09
SSanAndreasPlungeCreek,205.36,0.0048695,258.20,0.0038729976,559,299.98,0.0033335902,481.17
FrazierMountianSSAF,148.57,0.0067307,117.08,0.008540973,1235,131.78,0.0075886273,1097.33
NSanAndreasSantaCruzSeg,109.84,0.0091041,300.74,0.0033250828,32,315.70,0.0031675738,30.34
RodgersCreek,325.31,0.003074,313.69,0.0031878299,459,392.59,0.0025471903,366.51
GreenValleyMasonRoad,293.31,0.0034094,144686.53,0.0,0,∞,0.0,0
HaywardfaultNorth,318.34,0.0031413,571.93,0.0017484787,156,591.28,0.0016912483,150.91
HaywardfaultSouth,167.57,0.0059677,505.64,0.001977687,235,530.92,0.0018835398,223.8
SSanAndreasCoachella,178.45,0.0056037,227.25,0.0044004624,470,239.56,0.004174312,445.8
ElsinoreGlenIvy,179.12,0.0055828,573.12,0.0017448268,240,642.32,0.0015568624,213.99
GarlockCentralallevents,1434.93,6.969E-4,642.78,0.0015557504,223,708.91,0.0014106089,201.61
NSanAndreasAlderCreek,869.64,0.0011499,320.95,0.003115737,451,324.49,0.0030817953,446.07
SSanAndreasPallettCreek,149.30,0.006698,208.79,0.0047895894,693,210.97,0.0047400193,685.83
GarlockWesternallevents,1230.16,8.129E-4,1097.43,9.112199E-4,131,1124.86,8.890002E-4,127.83
ElsinoreFaultJulian,3250.98,3.076E-4,2538.11,3.9399439E-4,57,2569.32,3.8920797E-4,56.28
TOTAL,9.11,0.1097689,21.67,0.04614732,6677,23.80,0.042016268,6079.3
