Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,346.06,0.0028897095,543,364.86,0.0027407582,515.02
SSanAndreasIndio,277.37,0.0036053,299.84,0.0033351143,626,304.93,0.0032794753,615.54
SSAFMCreek1000Palms,261.33,0.0038266,3162.41,3.1621498E-4,59,3971.19,2.5181388E-4,46.83
NSanAndreasFortRoss,306.28,0.003265,257.75,0.0038796924,728,261.34,0.003826382,718
NSanAndreasNorthCoast,263.87,0.0037898,261.71,0.00382099,717,265.54,0.0037659707,706.63
CalaverasfaultNorth,618.05,0.001618,444.14,0.002251517,423,525.10,0.0019044022,357.6
ElsinoreTemecula,1019.16,9.812E-4,1104.90,9.0505974E-4,170,1137.48,8.791335E-4,165.1
ElsinoreWhittier,3196.93,3.128E-4,2567.92,3.8942028E-4,73,2633.12,3.797773E-4,71.18
SSAFCarrizoBidart,114.71,0.0087179,184.52,0.0054195747,1018,188.21,0.005313098,997.98
SanJacintoHogLake,311.78,0.0032074,373.05,0.0026806376,504,379.82,0.0026328242,495.01
PuenteHills,3506.31,2.852E-4,10789.66,9.268134E-5,18,11192.48,8.9345696E-5,17.14
SanGregorioNorth,1019.06,9.813E-4,640.48,0.0015613341,293,657.30,0.0015213698,285.46
SanJacintoSuperstition,508.26,0.0019675,1594.27,6.2724674E-4,118,1653.38,6.048206E-4,113.77
SSanAndreasWrightwood,106.04,0.0094304,190.45,0.0052506877,986,192.63,0.0051913066,974.85
SSanAndreasPitmanCanyon,173.48,0.0057643,224.40,0.0044564214,837,237.97,0.0042021456,789.04
SSanAndreasPlungeCreek,205.36,0.0048695,721.77,0.00138548,260,819.60,0.0012201017,228.67
FrazierMountianSSAF,148.57,0.0067307,177.64,0.0056292918,1057,181.75,0.005502051,1033.12
NSanAndreasSantaCruzSeg,109.84,0.0091041,319.67,0.003128211,587,333.44,0.0029990806,562.78
RodgersCreek,325.31,0.003074,650.39,0.0015375338,289,682.51,0.0014651718,275.32
GreenValleyMasonRoad,293.31,0.0034094,8991.10,1.1122114E-4,21,10058.51,9.941829E-5,18.83
HaywardfaultNorth,318.34,0.0031413,558.22,0.0017914077,336,572.61,0.001746387,327.57
HaywardfaultSouth,167.57,0.0059677,741.38,0.0013488443,253,772.53,0.0012944523,242.8
Compton,2658.16,3.762E-4,12329.68,8.1105085E-5,15,13557.73,7.3758645E-5,13.59
SSanAndreasCoachella,178.45,0.0056037,302.26,0.0033084333,621,307.55,0.0032514525,610.3
ElsinoreGlenIvy,179.12,0.0055828,993.78,0.0010062635,189,1026.90,9.738079E-4,182.9
GarlockCentralallevents,1434.93,6.969E-4,848.36,0.0011787486,221,864.55,0.0011566665,216.84
NSanAndreasAlderCreek,869.64,0.0011499,255.64,0.0039117117,734,259.42,0.0038548254,723.33
SSanAndreasPallettCreek,149.30,0.006698,188.92,0.005293333,994,191.40,0.0052247904,981.1
GarlockWesternallevents,1230.16,8.129E-4,1210.67,8.2598627E-4,155,1243.98,8.0387306E-4,150.84
ElsinoreFaultJulian,3250.98,3.076E-4,1869.78,5.348227E-4,101,1930.53,5.179915E-4,97.8
TOTAL,9.08,0.1101451,24.63,0.040606283,7623,25.40,0.03937443,7391.75
