Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.99151236,0.85133904,0.9919607,0.8548339,0.72878754
20.00,0.9649738,0.7247781,0.96670693,0.73074096,0.53113127
30.00,0.9246221,0.61703193,0.92847085,0.62466216,0.3870819
40.00,0.8718619,0.52530336,0.8776943,0.5339824,0.28210047
50.00,0.81915253,0.44721124,0.8264904,0.45646623,0.2055913
60.00,0.7539923,0.38072836,0.76335007,0.3902028,0.14983238
70.00,0.6859879,0.32412893,0.6980327,0.3335586,0.10919597
80.00,0.6151049,0.2759436,0.62853044,0.28513718,0.079580665
90.00,0.5492586,0.23492156,0.56412405,0.24374492,0.057997398
100.00,0.4927475,0.19999789,0.50836515,0.20836142,0.04226778
110.00,0.4256697,0.170266,0.44197318,0.1781144,0.030804234
120.00,0.36173996,0.1449541,0.37865517,0.15225822,0.022449743
130.00,0.30164894,0.12340508,0.318036,0.13015549,0.016361093
140.00,0.25294402,0.10505956,0.2680537,0.11126132,0.011923761
150.00,0.20212181,0.08944131,0.21516621,0.09510995,0.008689889
160.00,0.15967171,0.076144874,0.17194334,0.08130321,0.0063330824
170.00,0.11403656,0.0648251,0.12540632,0.06950074,0.0046154717
180.00,0.08346745,0.055188138,0.09337003,0.059411585,0.0033636983
190.00,0.040992506,0.046983816,0.049080662,0.050787035,0.0024514215
200.00,0.009674673,0.039999157,0.014334927,0.04341448,0.0017865654
210.00,0.0027249611,0.03405284,0.005938829,0.03711217,0.0013020267
220.00,0.0,0.028990513,0.0026699144,0.03172474,9.489008E-4
230.00,0.0,0.024680756,0.002142793,0.027119381,6.915471E-4
240.00,0.0,0.02101169,0.0018404769,0.023182567,5.039909E-4
250.00,0.0,0.017888073,0.0012150806,0.019817244,3.673023E-4
260.00,0.0,0.0152288135,9.573253E-4,0.016940452,2.6768536E-4
270.00,0.0,0.012964884,6.502708E-4,0.014481272,1.9508575E-4
280.00,0.0,0.011037511,4.6413593E-4,0.012379082,1.4217607E-4
290.00,0.0,0.009396664,3.8176525E-4,0.010582059,1.0361615E-4
300.00,0.0,0.007999747,3.1568698E-4,0.009045903,7.551416E-5
310.00,0.0,0.0068104966,1.3577922E-4,0.007732744,5.503378E-5
320.00,0.0,0.0057980414,7.8753284E-5,0.0066102115,4.0107934E-5
330.00,0.0,0.004936099,4.830098E-5,0.005650633,2.9230163E-5
340.00,0.0,0.0042022937,3.8316994E-5,0.0048303525,2.1302578E-5
350.00,0.0,0.0035775767,2.8333008E-5,0.004129149,1.5525055E-5
360.00,0.0,0.0030457305,0.0,0.0035297365,1.1314466E-5
