Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,201.24,0.0049691168,238,229.98,0.0043481793,208.28
SSanAndreasIndio,277.37,0.0036053,175.69,0.005691835,272,185.48,0.005391386,257.66
SSAFMCreek1000Palms,261.33,0.0038266,2426.57,4.1210421E-4,19,3454.92,2.8944213E-4,13.18
NSanAndreasFortRoss,306.28,0.003265,196.78,0.0050818687,243,199.04,0.00502412,240.25
NSanAndreasNorthCoast,263.87,0.0037898,195.97,0.005102868,244,198.98,0.005025671,240.28
CalaverasfaultNorth,618.05,0.001618,396.00,0.0025252549,120,570.83,0.0017518203,83.28
ElsinoreTemecula,1019.16,9.812E-4,642.89,0.0015554863,75,668.61,0.0014956362,72.06
ElsinoreWhittier,3196.93,3.128E-4,1349.83,7.4083323E-4,35,1438.90,6.949758E-4,32.82
SSAFCarrizoBidart,114.71,0.0087179,129.35,0.0077311923,370,131.69,0.007593507,363.4
SanJacintoHogLake,311.78,0.0032074,342.08,0.0029232826,140,346.23,0.002888283,138.32
PuenteHills,3506.31,2.852E-4,4560.25,2.192864E-4,10,5143.43,1.9442261E-4,8.93
SanGregorioNorth,1019.06,9.813E-4,382.71,0.0026129577,125,396.00,0.0025252558,120.77
SanJacintoSuperstition,508.26,0.0019675,1241.85,8.052512E-4,39,1336.20,7.483912E-4,36.27
SSanAndreasWrightwood,106.04,0.0094304,144.63,0.0069140745,331,146.34,0.0068333736,327.13
SSanAndreasPitmanCanyon,173.48,0.0057643,136.37,0.007333109,351,151.41,0.006604752,316.19
SSanAndreasPlungeCreek,205.36,0.0048695,379.53,0.0026348145,126,468.97,0.0021323273,102.1
FrazierMountianSSAF,148.57,0.0067307,118.14,0.008464503,405,123.09,0.008123892,388.69
NSanAndreasSantaCruzSeg,109.84,0.0091041,121.45,0.00823382,393,141.37,0.007073569,337.58
RodgersCreek,325.31,0.003074,214.74,0.004656866,222,284.65,0.0035131006,167.23
GreenValleyMasonRoad,293.31,0.0034094,2311.32,4.3265373E-4,20,3168.12,3.1564423E-4,14.44
HaywardfaultNorth,318.34,0.0031413,339.23,0.002947828,140,351.28,0.0028467278,135.15
HaywardfaultSouth,167.57,0.0059677,344.25,0.0029048994,139,380.66,0.0026270135,125.7
Compton,2658.16,3.762E-4,5863.17,1.705561E-4,8,6354.11,1.5737835E-4,7.1
SSanAndreasCoachella,178.45,0.0056037,179.67,0.005565817,266,190.21,0.005257226,251.26
ElsinoreGlenIvy,179.12,0.0055828,544.75,0.001835702,88,601.68,0.0016619997,79.61
GarlockCentralallevents,1434.93,6.969E-4,615.06,0.0016258664,78,626.58,0.0015959718,76.56
NSanAndreasAlderCreek,869.64,0.0011499,196.78,0.0050818687,243,199.21,0.005019791,240
SSanAndreasPallettCreek,149.30,0.006698,145.07,0.0068931226,330,146.79,0.006812664,326.15
GarlockWesternallevents,1230.16,8.129E-4,787.27,0.001270208,60,809.93,0.0012346793,58.31
ElsinoreFaultJulian,3250.98,3.076E-4,1186.90,8.4252795E-4,40,1217.90,8.210882E-4,38.98
TOTAL,9.08,0.1101451,16.09,0.062133517,2970,17.53,0.05705709,2727.39
