Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,297.57,0.0033605758,26,348.73,0.002867545,22.23
SSanAndreasIndio,277.37,0.0036053,220.58,0.0045334585,35,237.32,0.004213808,32.56
SSAFMCreek1000Palms,261.33,0.0038266,451.81,0.002213299,17,465.95,0.0021461584,16.48
SSanAndreasCoachella,178.45,0.0056037,258.61,0.0038667736,30,268.27,0.0037275713,28.95
ElsinoreTemecula,1019.16,9.812E-4,892.76,0.0011201191,8,917.53,0.0010898878,7.79
ElsinoreWhittier,3196.93,3.128E-4,1936.85,5.163033E-4,3,1994.44,5.013934E-4,2.91
SSAFCarrizoBidart,114.71,0.0087179,178.00,0.0056180335,43,179.82,0.005561223,42.55
SanJacintoHogLake,311.78,0.0032074,375.28,0.0026646943,20,377.86,0.0026464532,19.84
ElsinoreGlenIvy,179.12,0.0055828,781.17,0.0012801362,9,792.29,0.0012621687,8.8
GarlockCentralallevents,1434.93,6.969E-4,808.89,0.0012362556,9,813.98,0.001228529,8.95
SanJacintoSuperstition,508.26,0.0019675,1052.71,9.499252E-4,6,1248.03,8.0126186E-4,5.16
SSanAndreasWrightwood,106.04,0.0094304,190.07,0.0052611404,40,191.72,0.0052158562,39.62
SSanAndreasPitmanCanyon,173.48,0.0057643,191.18,0.005230782,40,199.51,0.0050122933,38.34
SSanAndreasPlungeCreek,205.36,0.0048695,595.50,0.0016792541,13,629.62,0.0015882633,12.28
SSanAndreasPallettCreek,149.30,0.006698,190.07,0.0052611404,40,191.60,0.005219321,39.69
GarlockWesternallevents,1230.16,8.129E-4,1129.14,8.8562985E-4,7,1138.09,8.786677E-4,6.93
FrazierMountianSSAF,148.57,0.0067307,149.52,0.0066881347,51,153.27,0.006524244,49.75
NSanAndreasSantaCruzSeg,109.84,0.0091041,188.98,0.0052917004,41,201.26,0.0049686255,38.44
ElsinoreFaultJulian,3250.98,3.076E-4,1781.55,5.613083E-4,4,1787.73,5.593673E-4,3.98
TOTAL,12.04,0.0830873,28.81,0.034709275,264,29.96,0.033375014,253.89
