Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0025550993,0.0012516638,0.0021085772,0.0016137939
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],1.9845432E-4,1.7968535E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0015876346,0.0013424846,0.0011659191,0.0011205359
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],6.449765E-4,6.2019314E-4,5.953629E-4,5.7786494E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0014636006,0.0012953839,0.0011659191,0.0011373692
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],4.961358E-4,4.545906E-4,4.71329E-4,4.6155718E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.006325731,0.0059732217,0.0063009243,0.0061454433
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.001289953,0.0012398502,0.0011907258,0.0011767587
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0013891802,0.0012818265,0.0010914988,0.0010611868
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],9.6746476E-4,4.9084885E-4,3.2248825E-4,2.645945E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0025054857,0.0022207135,0.002257418,0.0021733716
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.003770632,0.0025180245,0.002604713,0.002361329
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.003547371,0.003490134,0.003547371,0.00351133
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.007888559,0.0055448078,0.006127277,0.0054182666
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.003547371,0.0035122284,0.003547371,0.0035118219
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0037210183,0.0036401937,0.0036217913,0.0035812652
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.004564449,0.0042679566,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],2.232611E-4,1.9625074E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0021581906,0.0020065184,0.0018108956,0.0017741104
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.004117927,0.0027695762,0.0037458253,0.0031019452
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0018605092,0.0018364287,0.0018605092,0.0018418703
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0014884074,0.0012381596,8.6823764E-4,7.893652E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0062016975,0.0059060995,0.0058295955,0.005703923
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.005779982,0.0037063141,0.0037954387,0.0030872258
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.006945901,0.0052670212,0.003671405,0.0036051262
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.006945901,0.0052670212,0.004365995,0.004124337
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.004688483,0.0046206582,0.0046636765,0.0046159844
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.006970708,0.0041341735,0.004911744,0.004533401
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0038202456,0.0023559725,0.001761282,0.001536886
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0037210183,0.002825554,0.0026295197,0.0024270331
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0046636765,0.004554235,0.0046636765,0.004616988
