Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,265.45,0.0037671335,152,289.26,0.0034571406,139.43
SSanAndreasIndio,277.37,0.0036053,229.64,0.004354724,176,243.61,0.0041049984,165.94
SSAFMCreek1000Palms,261.33,0.0038266,2788.22,3.58652E-4,15,3632.92,2.752604E-4,10.85
NSanAndreasFortRoss,306.28,0.003265,283.52,0.0035270748,143,286.41,0.0034915311,141.55
NSanAndreasNorthCoast,263.87,0.0037898,277.66,0.0036015906,146,280.75,0.0035618695,144.39
CalaverasfaultNorth,618.05,0.001618,461.55,0.0021666232,85,603.36,0.0016573867,64.99
ElsinoreTemecula,1019.16,9.812E-4,864.09,0.0011572817,47,885.41,0.0011294177,45.84
ElsinoreWhittier,3196.93,3.128E-4,2126.54,4.702482E-4,19,2167.35,4.613933E-4,18.63
SSAFCarrizoBidart,114.71,0.0087179,173.69,0.0057573635,232,176.75,0.0056577073,227.99
SanJacintoHogLake,311.78,0.0032074,540.82,0.0018490336,75,546.73,0.0018290569,74.18
PuenteHills,3506.31,2.852E-4,5325.84,1.8776397E-4,6,6279.14,1.5925738E-4,5.09
SanGregorioNorth,1019.06,9.813E-4,549.95,0.0018183541,73,561.08,0.0017822676,71.55
SanJacintoSuperstition,508.26,0.0019675,2231.72,4.4808557E-4,18,2265.24,4.414545E-4,17.67
SSanAndreasWrightwood,106.04,0.0094304,214.67,0.004658387,188,216.79,0.0046127997,186.17
SSanAndreasPitmanCanyon,173.48,0.0057643,189.35,0.005281166,213,208.72,0.004791174,193.32
SSanAndreasPlungeCreek,205.36,0.0048695,567.52,0.0017620536,71,648.77,0.0015413822,62.14
FrazierMountianSSAF,148.57,0.0067307,159.25,0.006279532,253,163.10,0.006131191,247.04
NSanAndreasSantaCruzSeg,109.84,0.0091041,163.16,0.0061289,247,184.30,0.005425871,218.56
RodgersCreek,325.31,0.003074,265.86,0.003761408,151,320.97,0.0031156004,125.01
GreenValleyMasonRoad,293.31,0.0034094,2654.05,3.7678276E-4,14,3287.15,3.0421477E-4,11.26
HaywardfaultNorth,318.34,0.0031413,446.95,0.0022373756,91,463.05,0.0021595964,87.86
HaywardfaultSouth,167.57,0.0059677,421.78,0.002370893,96,454.89,0.002198341,89.02
Compton,2658.16,3.762E-4,8782.94,1.1385708E-4,3,9049.95,1.1049781E-4,2.92
SSanAndreasCoachella,178.45,0.0056037,262.66,0.0038072732,154,270.34,0.0036990873,149.63
ElsinoreGlenIvy,179.12,0.0055828,718.95,0.0013909121,56,787.56,0.0012697405,51.19
GarlockCentralallevents,1434.93,6.969E-4,820.92,0.0012181499,50,837.66,0.0011938043,49
NSanAndreasAlderCreek,869.64,0.0011499,283.52,0.0035270748,143,286.02,0.0034962797,141.74
SSanAndreasPallettCreek,149.30,0.006698,214.67,0.004658387,188,216.90,0.0046104775,186.05
GarlockWesternallevents,1230.16,8.129E-4,950.65,0.0010519162,43,966.31,0.00103486,42.29
ElsinoreFaultJulian,3250.98,3.076E-4,1671.04,5.9842964E-4,24,1717.23,5.823317E-4,23.35
TOTAL,9.08,0.1101451,20.01,0.04997774,2015,21.42,0.046690226,1882.52
