Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.002516498,0.0019278302,0.0019472903,0.0017088775
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],1.737582E-4,1.6670754E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],9.346993E-4,7.9047715E-4,9.346993E-4,9.155178E-4
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],4.43383E-4,4.3451507E-4,4.43383E-4,4.3894918E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],6.111496E-4,5.663062E-4,6.111496E-4,6.050381E-4
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],5.751996E-4,5.110589E-4,4.97308E-4,4.7591492E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.0040024305,0.003767977,0.0039125555,0.0037357442
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],9.167243E-4,8.9145935E-4,8.86766E-4,8.752343E-4
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],9.706493E-4,9.0388535E-4,8.68791E-4,8.4297376E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],7.189995E-5,6.802157E-5,5.9916624E-6,5.931746E-6
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0013001907,0.0011872782,0.001258249,0.0012409107
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0014799406,0.0013405677,0.001366099,0.0013361853
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0035350807,0.0034565395,0.0035350807,0.0034993314
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.0023846817,0.0022736448,0.0023726984,0.002348019
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0035350807,0.0034975542,0.0035350807,0.0034996674
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.003600989,0.0035086991,0.003547064,0.0035081366
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0031815728,0.0031036558,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],2.0970819E-4,1.9932303E-4,8.9874935E-5,8.750091E-5
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.001863407,0.0017237702,0.0016776655,0.0016343454
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0018214653,0.0016163414,0.0015578322,0.0015293455
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0015758072,0.0015132729,0.0015758072,0.0015600218
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0013361407,0.0011129959,0.0013181657,0.0010485087
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.003229506,0.0031175143,0.003229506,0.0031963384
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0016776655,0.0014317532,0.0015758072,0.0013929937
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.0044098636,0.0040047257,0.0043978803,0.004327612
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.0044098636,0.0040047257,0.0043978803,0.004324272
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.003427231,0.0033761037,0.003427231,0.0033910316
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.006339179,0.003375509,0.003972472,0.0035924031
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0016297322,0.0015020678,0.0016297322,0.0016096154
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.001845432,0.0016099153,0.001845432,0.0018114785
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0034212393,0.0033322372,0.0034152477,0.0033790679
