Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,635.07,0.0015746212,263,714.04,0.0014004838,233.85
SSanAndreasIndio,277.37,0.0036053,227.36,0.004398321,734,231.24,0.0043244553,721.69
SSAFMCreek1000Palms,261.33,0.0038266,1295.05,7.721685E-4,128,1665.64,6.0036936E-4,99.45
NSanAndreasFortRoss,306.28,0.003265,283.02,0.0035333107,590,285.93,0.0034973677,583.97
NSanAndreasNorthCoast,263.87,0.0037898,282.06,0.0035453085,592,285.27,0.0035054716,585.35
CalaverasfaultNorth,618.05,0.001618,512.03,0.0019530158,325,584.68,0.0017103408,284.63
ElsinoreTemecula,1019.16,9.812E-4,1636.72,6.109771E-4,102,1652.84,6.050183E-4,100.98
ElsinoreWhittier,3196.93,3.128E-4,1992.73,5.0182483E-4,83,2087.21,4.7910868E-4,79.25
SSAFCarrizoBidart,114.71,0.0087179,309.73,0.0032286176,539,312.79,0.0031970774,533.72
SanJacintoHogLake,311.78,0.0032074,634.08,0.0015770884,263,640.88,0.0015603484,260.21
PuenteHills,3506.31,2.852E-4,10590.86,9.442104E-5,15,10784.49,9.2725786E-5,14.74
SanGregorioNorth,1019.06,9.813E-4,597.38,0.001673964,280,613.32,0.0016304634,272.71
SanJacintoSuperstition,508.26,0.0019675,760.06,0.0013156782,219,1070.07,9.3451526E-4,155.24
SSanAndreasWrightwood,106.04,0.0094304,293.02,0.0034127922,570,296.28,0.003375197,563.71
SSanAndreasPitmanCanyon,173.48,0.0057643,260.51,0.0038386416,641,282.52,0.0035396202,591.08
SSanAndreasPlungeCreek,205.36,0.0048695,613.98,0.0016287112,272,622.76,0.001605746,268.13
FrazierMountianSSAF,148.57,0.0067307,166898.59,0.0,0,∞,0.0,0
NSanAndreasSantaCruzSeg,109.84,0.0091041,421.84,0.002370572,396,426.37,0.0023453776,391.79
RodgersCreek,325.31,0.003074,640.61,0.0015610132,260,653.05,0.0015312847,255.05
GreenValleyMasonRoad,293.31,0.0034094,166898.59,0.0,0,∞,0.0,0
HaywardfaultNorth,318.34,0.0031413,794.37,0.0012588613,210,805.48,0.0012415015,207.11
HaywardfaultSouth,167.57,0.0059677,732.50,0.0013651889,228,749.52,0.0013341925,222.82
SSanAndreasCoachella,178.45,0.0056037,227.36,0.004398321,734,231.09,0.0043273894,722.15
ElsinoreGlenIvy,179.12,0.0055828,1072.66,9.322589E-4,156,1092.91,9.14985E-4,153.08
GarlockCentralallevents,1434.93,6.969E-4,1120.08,8.927928E-4,149,1136.59,8.7982323E-4,146.85
NSanAndreasAlderCreek,869.64,0.0011499,283.02,0.0035333107,590,286.05,0.0034958706,583.72
SSanAndreasPallettCreek,149.30,0.006698,291.99,0.0034247881,572,295.26,0.0033868921,565.65
GarlockWesternallevents,1230.16,8.129E-4,1152.24,8.6787465E-4,145,1187.88,8.418384E-4,140.68
ElsinoreFaultJulian,3250.98,3.076E-4,2249.55,4.4453304E-4,74,2269.13,4.4069823E-4,73.35
TOTAL,9.11,0.1097689,28.66,0.034892634,5824,29.69,0.033679504,5621.52
