Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0037529455,0.0017736497,0.0029910693,0.002304836
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],1.9752345E-4,1.890143E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0016084051,0.0013669723,0.0013262288,0.0012573974
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],7.054409E-4,6.6920166E-4,5.9257034E-4,5.8306917E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0014390994,0.0012663217,0.001156923,0.0011227406
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],6.7722326E-4,5.955663E-4,5.0791743E-4,4.95416E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.0065182736,0.006127976,0.0065464913,0.006360835
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0012133582,0.0011819563,0.0011851407,0.0011681231
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0012980112,0.0011961721,9.876172E-4,9.6348976E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],9.3118194E-4,5.755249E-4,4.2326452E-4,3.456479E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.002567805,0.0022445791,0.0022009755,0.0021231298
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.00417621,0.0027964124,0.0025395872,0.0023012527
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0033861161,0.0033299646,0.0033861161,0.003352255
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.00739302,0.005480359,0.0064336206,0.0058064046
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0033861161,0.0033521627,0.0033861161,0.003352255
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0034143338,0.0033501494,0.0033861161,0.003352255
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0045712567,0.0043234513,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],2.8217636E-4,2.4851784E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0021163225,0.001954824,0.0019187991,0.0018524274
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0049098684,0.0030924135,0.0040351218,0.0032804261
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0018341463,0.0018106464,0.0018341463,0.0018158049
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0014390994,0.0012071225,8.183114E-4,7.3911424E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0059821387,0.005815748,0.005784615,0.0056677135
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0068568853,0.0036271866,0.004119775,0.0032667085
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.007082626,0.005366869,0.0036682927,0.0035755674
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.007082626,0.005366869,0.004514822,0.004233937
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0047687804,0.004690451,0.0047405628,0.0046891617
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.0059257033,0.0037341549,0.0046559097,0.004435743
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.004204428,0.0027939205,0.0018341463,0.0016287019
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.004006904,0.003051346,0.0026806754,0.0025076773
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0046841274,0.0045811264,0.0046841274,0.004636346
