Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,244.09,0.0040968456,146,268.05,0.0037306342,132.76
SSanAndreasIndio,277.37,0.0036053,220.65,0.004532002,160,235.55,0.0042453837,149.88
SSAFMCreek1000Palms,261.33,0.0038266,2132.45,4.689439E-4,17,3144.93,3.1797224E-4,11.33
NSanAndreasFortRoss,306.28,0.003265,294.59,0.0033945346,120,297.92,0.0033566318,118.66
NSanAndreasNorthCoast,263.87,0.0037898,294.59,0.0033945346,120,297.84,0.003357485,118.69
CalaverasfaultNorth,618.05,0.001618,334.02,0.0029938174,106,429.34,0.0023291612,82.29
ElsinoreTemecula,1019.16,9.812E-4,851.03,0.0011750517,41,877.57,0.0011395063,39.79
ElsinoreWhittier,3196.93,3.128E-4,1958.95,5.1047717E-4,18,2012.70,4.968443E-4,17.52
SSAFCarrizoBidart,114.71,0.0087179,174.65,0.0057256203,203,177.52,0.0056332573,199.72
SanJacintoHogLake,311.78,0.0032074,544.99,0.0018348885,65,549.80,0.0018188282,64.42
PuenteHills,3506.31,2.852E-4,5600.46,1.7855692E-4,6,6002.68,1.665922E-4,5.58
SanGregorioNorth,1019.06,9.813E-4,520.94,0.0019196242,68,540.31,0.0018507916,65.58
SanJacintoSuperstition,508.26,0.0019675,2319.47,4.311323E-4,15,2357.61,4.241582E-4,14.74
SSanAndreasWrightwood,106.04,0.0094304,213.10,0.0046925526,166,215.44,0.0046416456,164.21
SSanAndreasPitmanCanyon,173.48,0.0057643,206.84,0.004834751,171,218.76,0.004571132,161.68
SSanAndreasPlungeCreek,205.36,0.0048695,547.72,0.0018257372,65,619.18,0.0016150381,57.42
FrazierMountianSSAF,148.57,0.0067307,152.73,0.0065476154,232,157.61,0.006344612,224.76
NSanAndreasSantaCruzSeg,109.84,0.0091041,155.37,0.006436385,228,171.90,0.005817262,205.97
RodgersCreek,325.31,0.003074,248.60,0.004022589,143,302.35,0.003307401,117.46
GreenValleyMasonRoad,293.31,0.0034094,2626.89,3.8067793E-4,14,3147.98,3.1766406E-4,11.68
HaywardfaultNorth,318.34,0.0031413,455.91,0.0021934353,78,472.22,0.0021176473,75.33
HaywardfaultSouth,167.57,0.0059677,422.95,0.0023643523,84,455.38,0.0021959757,78.01
Compton,2658.16,3.762E-4,7000.57,1.4284553E-4,5,7201.67,1.3885667E-4,4.86
SSanAndreasCoachella,178.45,0.0056037,259.88,0.0038479262,136,269.18,0.0037150339,131.23
ElsinoreGlenIvy,179.12,0.0055828,708.28,0.0014118686,50,749.16,0.0013348212,46.99
GarlockCentralallevents,1434.93,6.969E-4,838.51,0.0011925859,42,850.69,0.0011755212,41.4
NSanAndreasAlderCreek,869.64,0.0011499,294.59,0.0033945346,120,298.20,0.0033534998,118.55
SSanAndreasPallettCreek,149.30,0.006698,210.55,0.004749432,168,212.76,0.00470021,166.24
GarlockWesternallevents,1230.16,8.129E-4,989.33,0.0010107893,35,1016.20,9.840599E-4,34.05
ElsinoreFaultJulian,3250.98,3.076E-4,1704.89,5.865466E-4,21,1738.80,5.751089E-4,20.61
TOTAL,9.08,0.1101451,19.31,0.05179762,1835,20.69,0.048331928,1712.29
