Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9870218,0.82334656,0.9879415,0.829229,0.72878754
20.00,0.95103514,0.6778996,0.9545368,0.68762076,0.53113127
30.00,0.89685434,0.5581463,0.90375936,0.5701951,0.3870819
40.00,0.82788944,0.45954782,0.83851486,0.4728223,0.28210047
50.00,0.7493224,0.37836713,0.76378983,0.39207798,0.2055913
60.00,0.6663528,0.31152728,0.6840933,0.32512242,0.14983238
70.00,0.58128965,0.2564949,0.6018809,0.26960096,0.10919597
80.00,0.4998829,0.2111842,0.52232325,0.22356093,0.079580665
90.00,0.42138997,0.17387779,0.44461104,0.18538322,0.057997398
100.00,0.34843597,0.14316168,0.37195498,0.15372513,0.04226778
110.00,0.28230414,0.11787168,0.3053438,0.12747334,0.030804234
120.00,0.22059464,0.097049244,0.24199514,0.10570459,0.022449743
130.00,0.16726813,0.07990516,0.18653092,0.08765332,0.016361093
140.00,0.12613228,0.06578964,0.14276555,0.072684675,0.011923761
150.00,0.09321699,0.054167673,0.10697684,0.06027224,0.008689889
160.00,0.06491631,0.04459877,0.076155394,0.04997949,0.0063330824
170.00,0.04364628,0.036720242,0.052158747,0.041444443,0.0046154717
180.00,0.024492633,0.030233486,0.030181285,0.034366935,0.0033636983
190.00,0.009220149,0.024892638,0.0127803795,0.02849806,0.0024514215
200.00,0.0022892235,0.020495268,0.0045535737,0.023631418,0.0017865654
210.00,5.269872E-4,0.016874708,0.00191028,0.019595858,0.0013020267
220.00,0.0,0.013893733,9.6443825E-4,0.016249454,9.489008E-4
230.00,0.0,0.011439357,5.505998E-4,0.0134745175,6.915471E-4
240.00,0.0,0.009418556,3.319003E-4,0.011173462,5.039909E-4
250.00,0.0,0.007754735,2.5034114E-4,0.009265359,3.673023E-4
260.00,0.0,0.0063848346,1.8841047E-4,0.007683104,2.6768536E-4
270.00,0.0,0.0052569318,9.651374E-5,0.0063710525,1.9508575E-4
280.00,0.0,0.0043282765,6.161151E-5,0.0052830614,1.4217607E-4
290.00,0.0,0.0035636718,3.2894088E-5,0.004380868,1.0361615E-4
300.00,0.0,0.002934137,1.2200011E-5,0.003632743,7.551416E-5
310.00,0.0,0.0024158116,7.5545586E-6,0.0030123757,5.503378E-5
320.00,0.0,0.00198905,0.0,0.0024979494,4.0107934E-5
