Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,307.05,0.0032567543,83,325.72,0.00307008,78.23
SSanAndreasIndio,277.37,0.0036053,200.71,0.0049822126,127,210.04,0.0047609806,121.35
SSAFMCreek1000Palms,261.33,0.0038266,1106.49,9.03761E-4,23,1261.09,7.9296547E-4,20.23
NSanAndreasFortRoss,306.28,0.003265,226.91,0.004407052,112,230.10,0.004346021,110.26
NSanAndreasNorthCoast,263.87,0.0037898,202.98,0.004926577,126,207.77,0.004813007,123.09
CalaverasfaultNorth,618.05,0.001618,337.09,0.0029665697,75,425.01,0.0023528668,59.27
ElsinoreTemecula,1019.16,9.812E-4,914.21,0.0010938403,28,931.22,0.0010738559,27.48
ElsinoreWhittier,3196.93,3.128E-4,1590.88,6.285831E-4,16,1665.80,6.0031295E-4,15.29
SSAFCarrizoBidart,114.71,0.0087179,153.05,0.006533694,167,156.30,0.0063979793,163.53
SanJacintoHogLake,311.78,0.0032074,445.83,0.0022429845,57,450.23,0.002221102,56.38
PuenteHills,3506.31,2.852E-4,4431.87,2.2563814E-4,6,4550.18,2.1977154E-4,5.87
SanGregorioNorth,1019.06,9.813E-4,471.02,0.0021230683,54,480.74,0.0020801208,52.92
SanJacintoSuperstition,508.26,0.0019675,1101.04,9.082332E-4,22,1152.60,8.676056E-4,21.05
SSanAndreasWrightwood,106.04,0.0094304,216.38,0.0046215365,118,218.94,0.004567494,116.6
SSanAndreasPitmanCanyon,173.48,0.0057643,234.41,0.0042660334,109,240.64,0.004155578,106.17
SSanAndreasPlungeCreek,205.36,0.0048695,362.79,0.0027564478,69,398.81,0.0025074873,62.46
FrazierMountianSSAF,148.57,0.0067307,152.51,0.0065570516,167,159.57,0.006266822,159.64
NSanAndreasSantaCruzSeg,109.84,0.0091041,235.72,0.0042423108,108,249.23,0.0040123737,102.17
RodgersCreek,325.31,0.003074,424.13,0.0023577558,60,447.04,0.002236959,56.85
GreenValleyMasonRoad,293.31,0.0034094,3535.62,2.8283577E-4,7,3906.28,2.559979E-4,6.14
HaywardfaultNorth,318.34,0.0031413,497.24,0.0020111033,51,513.68,0.0019467225,49.37
HaywardfaultSouth,167.57,0.0059677,419.80,0.0023821143,61,444.26,0.00225092,57.63
Compton,2658.16,3.762E-4,3217.27,3.1082216E-4,8,3580.34,2.7930335E-4,7.21
SSanAndreasCoachella,178.45,0.0056037,221.84,0.0045077163,115,229.43,0.0043586525,111.18
ElsinoreGlenIvy,179.12,0.0055828,815.38,0.0012264285,31,837.89,0.0011934686,30.16
GarlockCentralallevents,1434.93,6.969E-4,841.06,0.0011889747,31,853.03,0.0011722976,30.56
NSanAndreasAlderCreek,869.64,0.0011499,235.47,0.0042468593,108,239.60,0.0041735615,106.12
SSanAndreasPallettCreek,149.30,0.006698,212.74,0.004700537,120,215.51,0.004640176,118.44
GarlockWesternallevents,1230.16,8.129E-4,940.75,0.0010629832,27,974.09,0.0010265964,26.11
ElsinoreFaultJulian,3250.98,3.076E-4,1571.26,6.3643383E-4,16,1593.38,6.275956E-4,15.74
TOTAL,9.08,0.1101451,20.35,0.049138047,1250,21.21,0.04715538,1199.6
