Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.98538053,0.81888264,0.98658943,0.8253274,0.72878754
20.00,0.94185865,0.67056876,0.9463163,0.68116534,0.53113127
30.00,0.8823548,0.5491171,0.8902497,0.56218445,0.3870819
40.00,0.83075446,0.44966245,0.8404745,0.46398622,0.28210047
50.00,0.77740043,0.36822078,0.7893572,0.38294056,0.2055913
60.00,0.69153917,0.3015296,0.7086976,0.31605133,0.14983238
70.00,0.60758567,0.24691734,0.625974,0.26084584,0.10919597
80.00,0.5297132,0.20219631,0.54860777,0.21528322,0.079580665
90.00,0.40527767,0.16557506,0.4306332,0.17767914,0.057997398
100.00,0.30930084,0.13558653,0.33612242,0.14664346,0.04226778
110.00,0.24134551,0.11102945,0.2685737,0.12102887,0.030804234
120.00,0.19487508,0.09092009,0.21860659,0.099888444,0.022449743
130.00,0.14290781,0.074452884,0.1627816,0.08244067,0.016361093
140.00,0.108992815,0.06096817,0.12863207,0.06804054,0.011923761
150.00,0.08164677,0.049925778,0.09726143,0.056155726,0.008689889
160.00,0.05206942,0.04088335,0.064911485,0.046346862,0.0063330824
170.00,0.033979826,0.033478666,0.036254533,0.038251337,0.0046154717
180.00,0.029742125,0.027415099,0.035679597,0.031569876,0.0033636983
190.00,0.0,0.022449747,0.0037652114,0.026055483,0.0024514215
200.00,0.0,0.018383708,0.0029441644,0.021504305,0.0017865654
210.00,0.0,0.015054099,0.0027535467,0.017748093,0.0013020267
220.00,0.0,0.01232754,0.0016988129,0.014647987,9.489008E-4
230.00,0.0,0.010094808,0.0010480039,0.012089386,6.915471E-4
240.00,0.0,0.008266463,5.5142364E-4,0.009977701,5.039909E-4
250.00,0.0,0.006769263,3.196277E-4,0.008234871,3.673023E-4
260.00,0.0,0.005543232,2.7563336E-4,0.0067964643,2.6768536E-4
270.00,0.0,0.0045392564,2.3658601E-4,0.0056093084,1.9508575E-4
280.00,0.0,0.0037171182,2.2128483E-4,0.004629516,1.4217607E-4
290.00,0.0,0.0030438835,2.0598364E-4,0.0038208663,1.0361615E-4
300.00,0.0,0.0024925834,1.9068246E-4,0.0031534657,7.551416E-5
310.00,0.0,0.0020411331,1.7538127E-4,0.0026026417,5.503378E-5
320.00,0.0,0.0016714485,1.6008009E-4,0.0021480315,4.0107934E-5
330.00,0.0,0.0013687201,1.447789E-4,0.0017728293,2.9230163E-5
340.00,0.0,0.0011208211,0.0,0.0014631646,2.1302578E-5
