Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.975664,0.75994533,0.97710437,0.7669759,0.72878754
20.00,0.91021484,0.57751685,0.91542673,0.58825195,0.53113127
30.00,0.808099,0.43888122,0.81872565,0.45117506,0.3870819
40.00,0.69475436,0.33352572,0.7099323,0.3460404,0.28210047
50.00,0.58272606,0.2534613,0.6007538,0.2654046,0.2055913
60.00,0.46658814,0.19261673,0.4886358,0.20355894,0.14983238
70.00,0.3532562,0.14637817,0.37678796,0.1561248,0.10919597
80.00,0.24004678,0.11123941,0.26436934,0.11974395,0.079580665
90.00,0.13972525,0.08453587,0.16215453,0.09184072,0.057997398
100.00,0.051185206,0.06424264,0.066984706,0.070439614,0.04226778
110.00,0.012575822,0.04882089,0.024721153,0.054025482,0.030804234
120.00,0.0018796896,0.037101205,0.009427697,0.041436244,0.022449743
130.00,0.0,0.028194888,0.0052222074,0.031780597,0.016361093
140.00,0.0,0.021426572,0.0033353758,0.02437495,0.011923761
150.00,0.0,0.016283022,0.0020157858,0.018694999,0.008689889
160.00,0.0,0.012374206,0.0011323693,0.0143386135,0.0063330824
170.00,0.0,0.0094037205,4.3739905E-4,0.01099737,0.0046154717
180.00,0.0,0.007146313,1.2428843E-4,0.008434718,0.0033636983
190.00,0.0,0.005430807,5.8320264E-5,0.006469225,0.0024514215
200.00,0.0,0.0041271164,0.0,0.0049617393,0.0017865654
