Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.8795476,0.52724665,0.8845283,0.53730154,0.33459413
20.00,0.64855397,0.27798903,0.6602372,0.28869292,0.111953236
30.00,0.42689443,0.14656879,0.43962857,0.15511514,0.037458897
40.00,0.25215673,0.0772779,0.2644782,0.0833436,0.012533528
50.00,0.14225397,0.040744517,0.1523115,0.044780646,0.004193645
60.00,0.06798027,0.02148241,0.074000336,0.02406071,0.001403169
70.00,0.034671754,0.011326528,0.03784292,0.012927855,4.6949214E-4
80.00,0.013888498,0.005971874,0.015145565,0.0069461567,1.5708932E-4
90.00,0.005270888,0.0031486508,0.005694426,0.0037321805,5.2561165E-5
100.00,0.0013760763,0.0016601156,0.0011837835,0.0020053063,1.7586659E-5
110.00,0.0,8.7529037E-4,6.5579734E-5,0.0010774541,5.884393E-6
120.00,0.0,4.614939E-4,0.0,5.7891774E-4,1.9688835E-6
