Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,208.60,0.004793956,2007,237.53,0.004210064,1762.61
SSanAndreasIndio,277.37,0.0036053,172.31,0.0058036195,2431,184.30,0.005425912,2272.84
SSAFMCreek1000Palms,261.33,0.0038266,1622.01,6.1652064E-4,258,2350.43,4.254548E-4,177.7
NSanAndreasFortRoss,306.28,0.003265,193.45,0.00516932,2165,195.97,0.0051027685,2137.14
NSanAndreasNorthCoast,263.87,0.0037898,184.09,0.005432086,2275,188.47,0.00530602,2222.17
CalaverasfaultNorth,618.05,0.001618,165.08,0.006057771,2538,238.14,0.0041992296,1759.15
ElsinoreTemecula,1019.16,9.812E-4,697.13,0.0014344488,601,724.80,0.0013796891,578.04
ElsinoreWhittier,3196.93,3.128E-4,1527.15,6.5481296E-4,275,1615.63,6.189544E-4,259.92
SSAFCarrizoBidart,114.71,0.0087179,123.89,0.008071848,3381,127.29,0.007855867,3290.55
SanJacintoHogLake,311.78,0.0032074,367.67,0.0027198596,1140,372.00,0.0026881716,1126.73
PuenteHills,3506.31,2.852E-4,5026.57,1.98943E-4,82,5450.09,1.8348335E-4,75.66
SanGregorioNorth,1019.06,9.813E-4,395.49,0.0025285366,1059,410.08,0.002438531,1021.31
SanJacintoSuperstition,508.26,0.0019675,1204.99,8.298841E-4,348,1295.71,7.7177875E-4,323.57
SSanAndreasWrightwood,106.04,0.0094304,154.86,0.0064576096,2705,156.66,0.006383094,2673.73
SSanAndreasPitmanCanyon,173.48,0.0057643,144.59,0.006916138,2897,162.37,0.006158599,2579.71
SSanAndreasPlungeCreek,205.36,0.0048695,353.42,0.0028295335,1185,440.50,0.0022701523,950.79
FrazierMountianSSAF,148.57,0.0067307,121.10,0.008257532,3459,126.33,0.007915962,3315.88
NSanAndreasSantaCruzSeg,109.84,0.0091041,122.84,0.008140821,3409,141.92,0.0070460523,2950.43
RodgersCreek,325.31,0.003074,169.87,0.0058867857,2466,233.10,0.004290029,1796.9
GreenValleyMasonRoad,293.31,0.0034094,1792.39,5.579147E-4,234,2368.93,4.221308E-4,176.86
HaywardfaultNorth,318.34,0.0031413,375.75,0.0026613222,1114,386.35,0.0025883452,1083.48
HaywardfaultSouth,167.57,0.0059677,346.50,0.0028860273,1208,383.36,0.0026085211,1091.83
Compton,2658.16,3.762E-4,6021.46,1.6607282E-4,69,6608.10,1.5132946E-4,62.79
SSanAndreasCoachella,178.45,0.0056037,177.12,0.0056459904,2365,190.36,0.0052530877,2200.49
ElsinoreGlenIvy,179.12,0.0055828,558.71,0.0017898381,750,610.25,0.0016386749,686.58
GarlockCentralallevents,1434.93,6.969E-4,659.15,0.0015171056,636,669.29,0.0014941221,626.38
NSanAndreasAlderCreek,869.64,0.0011499,193.81,0.005159765,2161,196.54,0.005088035,2130.93
SSanAndreasPallettCreek,149.30,0.006698,154.51,0.0064719385,2711,156.28,0.0063988226,2680.35
GarlockWesternallevents,1230.16,8.129E-4,841.77,0.0011879711,498,862.30,0.0011596939,486.14
ElsinoreFaultJulian,3250.98,3.076E-4,1266.38,7.896523E-4,331,1294.38,7.725694E-4,323.83
TOTAL,9.08,0.1101451,14.41,0.069383375,29059,16.06,0.062265817,26077.67
