Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.8555506,0.49842247,0.87744576,0.5345144,0.33238843
20.00,0.5996481,0.24842495,0.6477987,0.2857057,0.110482074
30.00,0.37250248,0.12382057,0.42898035,0.15271382,0.036722966
40.00,0.20890796,0.06171496,0.2609718,0.08162774,0.012206289
50.00,0.10545358,0.03076012,0.14336559,0.043631203,0.004057229
60.00,0.050712716,0.015331535,0.07580617,0.02332151,0.001348576
70.00,0.021149796,0.0076415814,0.035861578,0.012465684,4.4825108E-4
80.00,0.009828084,0.0038087359,0.016913133,0.0066630878,1.4899348E-4
90.00,0.0039813183,0.0018983595,0.007044863,0.0035615165,4.952371E-5
100.00,0.0018438546,9.46185E-4,0.0026692173,0.001903682,1.6461108E-5
110.00,4.622053E-4,4.7159987E-4,8.8220794E-4,0.0010175456,5.4714824E-6
120.00,2.9470914E-4,2.3505597E-4,5.1940285E-4,5.438928E-4,1.8186574E-6
130.00,0.0,1.1715717E-4,1.7907818E-4,2.9071854E-4,6.045007E-7
140.00,0.0,5.839377E-5,1.7480756E-5,1.5539327E-4,2.0092905E-7
150.00,0.0,2.9104765E-5,0.0,8.305994E-5,6.678649E-8
