Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9731985,0.75527465,0.9770698,0.77186924,0.72878754
20.00,0.90249234,0.57043976,0.91548187,0.59578216,0.53113127
30.00,0.8038057,0.43083867,0.82818973,0.45986593,0.3870819
40.00,0.69003713,0.3254015,0.72509,0.35495636,0.28210047
50.00,0.56692237,0.24576752,0.6116977,0.2739799,0.2055913
60.00,0.45168215,0.18562196,0.5032035,0.21147667,0.14983238
70.00,0.33986086,0.14019556,0.39389956,0.16323234,0.10919597
80.00,0.24180512,0.105886154,0.2935829,0.12599403,0.079580665
90.00,0.17084222,0.079973124,0.21818355,0.097250916,0.057997398
100.00,0.10544658,0.06040167,0.14703497,0.075064994,0.04226778
110.00,0.06325661,0.04561985,0.09683228,0.05794036,0.030804234
120.00,0.029768545,0.034455515,0.05329593,0.044722382,0.022449743
130.00,0.013490557,0.026023377,0.028201291,0.034519833,0.016361093
140.00,0.0031910155,0.019654796,0.010013985,0.026644798,0.011923761
150.00,7.303753E-4,0.014844769,0.0037254028,0.0205663,0.008689889
160.00,5.167553E-4,0.011211877,0.0021159702,0.015874494,0.0063330824
170.00,0.0,0.008468046,0.001150888,0.012253034,0.0046154717
180.00,0.0,0.0063957004,5.8471295E-4,0.009457741,0.0033636983
190.00,0.0,0.0048305104,2.7912098E-4,0.007300139,0.0024514215
200.00,0.0,0.003648362,1.2877356E-4,0.005634753,0.0017865654
210.00,0.0,0.002755515,5.6464753E-5,0.0043492927,0.0013020267
220.00,0.0,0.0020811707,2.309973E-5,0.0033570852,9.489008E-4
230.00,0.0,0.0015718554,1.1479796E-5,0.002591231,6.915471E-4
240.00,0.0,0.0011871825,6.798377E-6,0.0020000914,5.039909E-4
250.00,0.0,8.966488E-4,0.0,0.0015438091,3.673023E-4
