Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,587.92,0.001700904,211,734.08,0.0013622404,169.04
SSanAndreasIndio,277.37,0.0036053,211.99,0.0047171693,584,236.75,0.0042238967,522.83
SSAFMCreek1000Palms,261.33,0.0038266,515.08,0.0019414616,240,590.79,0.0016926458,209.37
NSanAndreasFortRoss,306.28,0.003265,293.23,0.0034102446,421,296.24,0.003375655,416.74
NSanAndreasNorthCoast,263.87,0.0037898,285.09,0.0035076803,433,289.06,0.0034594543,427.05
CalaverasfaultNorth,618.05,0.001618,480.29,0.0020820843,257,533.97,0.0018727549,231.25
ElsinoreTemecula,1019.16,9.812E-4,842.40,0.0011870778,147,942.33,0.0010611989,131.29
ElsinoreWhittier,3196.93,3.128E-4,2014.50,4.9640075E-4,62,2040.78,4.9000955E-4,61.17
SSAFCarrizoBidart,114.71,0.0087179,159.49,0.006270024,776,163.45,0.006118129,757.16
SanJacintoHogLake,311.78,0.0032074,508.26,0.0019674988,243,513.33,0.0019480778,240.6
PuenteHills,3506.31,2.852E-4,11038.34,9.05933E-5,11,11298.14,8.851013E-5,10.7
SanGregorioNorth,1019.06,9.813E-4,487.64,0.0020506803,253,506.53,0.0019742139,243.58
SanJacintoSuperstition,508.26,0.0019675,434.34,0.0023023668,284,469.73,0.0021289005,262.59
SSanAndreasWrightwood,106.04,0.0094304,228.22,0.0043818103,542,230.61,0.004336417,536.38
SSanAndreasPitmanCanyon,173.48,0.0057643,204.07,0.004900176,606,218.35,0.0045797057,566.4
SSanAndreasPlungeCreek,205.36,0.0048695,376.41,0.00265665,329,383.81,0.002605469,322.67
FrazierMountianSSAF,148.57,0.0067307,145.06,0.0068937615,853,159.96,0.006251687,773.42
NSanAndreasSantaCruzSeg,109.84,0.0091041,316.11,0.0031635046,391,327.38,0.003054589,377.52
RodgersCreek,325.31,0.003074,563.65,0.0017741523,219,580.19,0.0017235763,212.75
GreenValleyMasonRoad,293.31,0.0034094,123645.30,0.0,0,∞,0.0,0
HaywardfaultNorth,318.34,0.0031413,654.69,0.0015274503,189,671.63,0.0014889234,184.22
HaywardfaultSouth,167.57,0.0059677,637.73,0.001568074,194,660.49,0.0015140306,187.3
SSanAndreasCoachella,178.45,0.0056037,226.36,0.0044177948,547,240.04,0.0041659707,515.51
ElsinoreGlenIvy,179.12,0.0055828,656.16,0.0015240106,189,700.79,0.0014269601,176.9
GarlockCentralallevents,1434.93,6.969E-4,961.30,0.0010402569,128,972.95,0.001027802,126.45
NSanAndreasAlderCreek,869.64,0.0011499,293.23,0.0034102446,421,296.40,0.0033737894,416.5
SSanAndreasPallettCreek,149.30,0.006698,226.54,0.0044142082,546,229.06,0.0043655783,539.98
GarlockWesternallevents,1230.16,8.129E-4,976.68,0.001023875,126,1003.89,9.961213E-4,122.57
ElsinoreFaultJulian,3250.98,3.076E-4,2552.41,3.917861E-4,48,2587.09,3.8653452E-4,47.37
TOTAL,9.11,0.1097689,24.58,0.040691048,5032,25.58,0.03909286,4834.39
