Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0036007958,0.0017949422,0.0023676464,0.0016897945
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],2.959558E-4,2.7632923E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0022196686,0.0018213119,0.0017264088,0.0015978194
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],8.878674E-4,8.365151E-4,8.385414E-4,8.163129E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0017264088,0.0015292692,0.001627757,0.0015365344
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],0.0011838232,8.985264E-4,7.892155E-4,7.2664744E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.008237436,0.0077794557,0.008188111,0.0078107533
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.001578431,0.0015318794,0.001578431,0.001557752
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0012331492,0.0011347252,0.0011344972,0.0011183897
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],0.0012824752,5.9004355E-4,3.4528176E-4,2.967315E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0028115802,0.002482971,0.0026636024,0.0026009681
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.004537989,0.0030263294,0.0026636024,0.0024698554
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0050805747,0.004952014,0.0050312486,0.0049443045
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.009914519,0.0069350153,0.007744177,0.006778645
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0050312486,0.004971369,0.0050312486,0.0049662506
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0048832707,0.004799648,0.0048832707,0.0048186905
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0053272047,0.0051240767,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],2.959558E-4,2.6063807E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0026636024,0.002516596,0.0025649504,0.0024917785
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.005524508,0.003391268,0.0044886633,0.0034747259
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.002860906,0.002806069,0.002860906,0.0028278267
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0020223646,0.0016372489,0.001430453,0.0011805745
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.007546873,0.007342016,0.007448221,0.007322976
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0071029393,0.004201934,0.004439337,0.0034292275
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.009125304,0.0069404645,0.0052778786,0.0050577163
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.009125304,0.0069404645,0.005721812,0.005418596
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0067576575,0.006646447,0.0067576575,0.006683132
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.007250917,0.0043689273,0.0063630496,0.005808912
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0052285525,0.0033594996,0.0022689945,0.0019151332
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.004784619,0.003591445,0.003107536,0.0028468687
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0067576575,0.0065714233,0.0067576575,0.006682938
