Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,204.94,0.0048794905,2108,234.45,0.0042652553,1842.7
SSanAndreasIndio,277.37,0.0036053,174.46,0.0057318103,2476,185.53,0.005389967,2328.38
SSAFMCreek1000Palms,261.33,0.0038266,1604.68,6.231768E-4,269,2323.98,4.302954E-4,185.59
NSanAndreasFortRoss,306.28,0.003265,191.60,0.005219117,2254,194.21,0.0051491866,2223.8
NSanAndreasNorthCoast,263.87,0.0037898,182.53,0.005478567,2366,187.23,0.0053409627,2306.59
CalaverasfaultNorth,618.05,0.001618,164.44,0.0060811643,2627,237.22,0.0042154607,1820.75
ElsinoreTemecula,1019.16,9.812E-4,688.64,0.0014521345,627,717.28,0.0013941651,601.97
ElsinoreWhittier,3196.93,3.128E-4,1518.88,6.583807E-4,284,1600.79,6.246916E-4,269.44
SSAFCarrizoBidart,114.71,0.0087179,120.70,0.008284678,3578,124.50,0.008032292,3469.03
SanJacintoHogLake,311.78,0.0032074,356.35,0.002806199,1212,360.93,0.00277063,1196.63
PuenteHills,3506.31,2.852E-4,4988.54,2.0045943E-4,87,5460.27,1.8314116E-4,79.5
SanGregorioNorth,1019.06,9.813E-4,389.09,0.0025700748,1110,404.45,0.0024725005,1067.85
SanJacintoSuperstition,508.26,0.0019675,1205.81,8.2931604E-4,358,1288.16,7.7630056E-4,335.17
SSanAndreasWrightwood,106.04,0.0094304,152.95,0.0065381294,2824,154.91,0.006455517,2788.33
SSanAndreasPitmanCanyon,173.48,0.0057643,142.55,0.0070152297,3030,159.26,0.0062789107,2711.97
SSanAndreasPlungeCreek,205.36,0.0048695,361.65,0.0027651219,1195,445.09,0.0022467277,971.03
FrazierMountianSSAF,148.57,0.0067307,116.97,0.008549414,3693,122.74,0.008147615,3519.43
NSanAndreasSantaCruzSeg,109.84,0.0091041,121.83,0.008208198,3544,140.96,0.0070943194,3063.06
RodgersCreek,325.31,0.003074,171.42,0.005833671,2519,235.10,0.004253427,1836.72
GreenValleyMasonRoad,293.31,0.0034094,1734.27,5.7661295E-4,249,2339.58,4.2742657E-4,184.44
HaywardfaultNorth,318.34,0.0031413,370.85,0.0026965132,1164,381.67,0.0026200456,1130.91
HaywardfaultSouth,167.57,0.0059677,346.44,0.002886484,1246,383.66,0.002606473,1125.14
Compton,2658.16,3.762E-4,6217.60,1.6083373E-4,70,6846.13,1.4606792E-4,63.62
SSanAndreasCoachella,178.45,0.0056037,177.92,0.005620648,2428,190.19,0.0052578817,2271.33
ElsinoreGlenIvy,179.12,0.0055828,587.17,0.001703098,735,631.29,0.0015840633,683.67
GarlockCentralallevents,1434.93,6.969E-4,638.02,0.0015673613,676,648.41,0.0015422343,665.16
NSanAndreasAlderCreek,869.64,0.0011499,192.29,0.005200585,2246,194.89,0.005131187,2216.03
SSanAndreasPallettCreek,149.30,0.006698,153.11,0.0065311813,2821,154.85,0.006457856,2789.34
GarlockWesternallevents,1230.16,8.129E-4,821.39,0.0012174479,526,845.05,0.0011833555,511.25
ElsinoreFaultJulian,3250.98,3.076E-4,1251.34,7.9914567E-4,345,1277.42,7.8282994E-4,337.94
TOTAL,9.08,0.1101451,14.35,0.069678895,30093,15.96,0.06265306,27058.72
