Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9728936,0.7552517,0.97672766,0.77190435,0.72878754
20.00,0.90339875,0.5704051,0.9157659,0.59583634,0.53113127
30.00,0.80171084,0.43079945,0.8265146,0.45992866,0.3870819
40.00,0.6859874,0.32536203,0.7221212,0.35502094,0.28210047
50.00,0.56671715,0.24573022,0.6123405,0.27404222,0.2055913
60.00,0.45493713,0.18558817,0.5056746,0.21153438,0.14983238
70.00,0.34822237,0.14016578,0.4024236,0.16328432,0.10919597
80.00,0.25679162,0.10586044,0.30939922,0.12603988,0.079580665
90.00,0.17464423,0.07995128,0.22407882,0.097290725,0.057997398
100.00,0.11477655,0.060383342,0.15715918,0.07509914,0.04226778
110.00,0.06979435,0.04560462,0.10516191,0.05796935,0.030804234
120.00,0.03720313,0.03444297,0.062174506,0.044746794,0.022449743
130.00,0.017978609,0.02601311,0.033957,0.034540247,0.016361093
140.00,0.0040594805,0.019646445,0.012243322,0.026661767,0.011923761
150.00,0.0012731489,0.014838011,0.004374512,0.020580335,0.008689889
160.00,5.56728E-4,0.011206433,0.0022327756,0.01588605,0.0063330824
170.00,0.0,0.008463678,0.0011071316,0.012262511,0.0046154717
180.00,0.0,0.006392207,4.9387245E-4,0.009465486,0.0033636983
190.00,0.0,0.0048277252,1.971841E-4,0.0073064496,0.0024514215
200.00,0.0,0.003646148,1.32066E-4,0.0056398804,0.0017865654
210.00,0.0,0.0027537593,7.182609E-5,0.0043534483,0.0013020267
220.00,0.0,0.0020797814,5.5403245E-5,0.0033604458,9.489008E-4
230.00,0.0,0.0015707585,2.1943613E-5,0.0025939427,6.915471E-4
240.00,0.0,0.001186318,1.7098484E-5,0.0020022758,5.039909E-4
250.00,0.0,8.959687E-4,1.4296855E-5,0.0015455653,3.673023E-4
260.00,0.0,6.7668187E-4,1.1532742E-5,0.0011930286,2.6768536E-4
270.00,0.0,5.110651E-4,8.846783E-6,9.20904E-4,1.9508575E-4
280.00,0.0,3.8598283E-4,0.0,7.108498E-4,1.4217607E-4
