Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.85064626,0.48660666,0.8722884,0.5209902,0.33238843
20.00,0.58826315,0.23678604,0.6354202,0.2714308,0.110482074
30.00,0.35745183,0.11522166,0.41230097,0.14141278,0.036722966
40.00,0.19472265,0.056067623,0.24489054,0.07367468,0.012206289
50.00,0.099083,0.027282879,0.13652264,0.038383786,0.004057229
60.00,0.04522053,0.01327603,0.07031915,0.019997576,0.001348576
70.00,0.016993804,0.0064602047,0.03172482,0.010418541,4.4825108E-4
80.00,0.0058890833,0.0031435785,0.013241562,0.005427958,1.4899348E-4
90.00,0.002044124,0.0015296863,0.005049762,0.0028279128,4.952371E-5
100.00,4.2496395E-4,7.443555E-4,0.0015626891,0.001473315,1.6461108E-5
110.00,3.0002516E-4,3.6220835E-4,7.022337E-4,7.675826E-4,5.4714824E-6
120.00,0.0,1.7625299E-4,1.5698354E-4,3.9990305E-4,1.8186574E-6
130.00,0.0,8.5765874E-5,7.1482E-5,2.0834556E-4,6.045007E-7
140.00,0.0,4.1734245E-5,6.8046506E-6,1.08546E-4,2.0092905E-7
150.00,0.0,2.0308162E-5,3.8579587E-6,5.6551402E-5,6.678649E-8
160.00,0.0,9.8820865E-6,0.0,2.9462726E-5,2.2199057E-8
