Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,234.61,0.0042624236,1933,259.83,0.0038486472,1745.39
SSanAndreasIndio,277.37,0.0036053,173.51,0.0057632024,2615,184.24,0.0054276926,2462.66
SSAFMCreek1000Palms,261.33,0.0038266,1452.35,6.885415E-4,312,2195.52,4.5547215E-4,206.12
NSanAndreasFortRoss,306.28,0.003265,205.09,0.0048759286,2212,207.73,0.004813941,2183.87
NSanAndreasNorthCoast,263.87,0.0037898,203.80,0.004906803,2226,207.29,0.004824152,2188.49
CalaverasfaultNorth,618.05,0.001618,160.84,0.006217338,2821,233.55,0.0042817374,1942.56
ElsinoreTemecula,1019.16,9.812E-4,818.45,0.0012218251,555,840.63,0.0011895882,540.33
ElsinoreWhittier,3196.93,3.128E-4,1727.07,5.790163E-4,259,1809.67,5.525872E-4,247.12
SSAFCarrizoBidart,114.71,0.0087179,129.76,0.007706745,3496,133.16,0.0075095673,3406.58
SanJacintoHogLake,311.78,0.0032074,310.22,0.0032234879,1462,318.08,0.003143866,1425.9
PuenteHills,3506.31,2.852E-4,5151.76,1.9410836E-4,85,5650.25,1.7698342E-4,77.2
SanGregorioNorth,1019.06,9.813E-4,389.96,0.002564355,1163,400.98,0.0024939156,1131.07
SanJacintoSuperstition,508.26,0.0019675,1073.13,9.3185646E-4,422,1168.03,8.56146E-4,387.61
SSanAndreasWrightwood,106.04,0.0094304,170.25,0.005873637,2665,173.03,0.0057793157,2622.18
SSanAndreasPitmanCanyon,173.48,0.0057643,170.85,0.0058530592,2655,184.33,0.005425145,2460.86
SSanAndreasPlungeCreek,205.36,0.0048695,392.62,0.0025470008,1156,469.66,0.0021292039,966.4
FrazierMountianSSAF,148.57,0.0067307,98.88,0.010113355,4588,106.97,0.009348755,4241.06
NSanAndreasSantaCruzSeg,109.84,0.0091041,140.92,0.0070964536,3220,157.48,0.0063501974,2881.27
RodgersCreek,325.31,0.003074,168.02,0.0059516863,2700,232.31,0.004304503,1952.62
GreenValleyMasonRoad,293.31,0.0034094,1947.15,5.135722E-4,233,2520.69,3.9671626E-4,179.69
HaywardfaultNorth,318.34,0.0031413,368.93,0.0027105322,1229,381.56,0.0026207988,1188.31
HaywardfaultSouth,167.57,0.0059677,349.78,0.002858973,1297,392.36,0.0025486627,1156.25
Compton,2658.16,3.762E-4,6979.81,1.4327046E-4,63,7528.93,1.3282099E-4,58.27
SSanAndreasCoachella,178.45,0.0056037,176.55,0.005663989,2570,188.51,0.0053048218,2406.93
ElsinoreGlenIvy,179.12,0.0055828,758.91,0.0013176752,598,782.98,0.0012771661,579.58
GarlockCentralallevents,1434.93,6.969E-4,725.23,0.0013788652,625,736.93,0.0013569901,615.07
NSanAndreasAlderCreek,869.64,0.0011499,199.14,0.0050214785,2278,202.92,0.004928128,2235.67
SSanAndreasPallettCreek,149.30,0.006698,173.84,0.0057523716,2610,175.74,0.0056901663,2581.78
GarlockWesternallevents,1230.16,8.129E-4,867.22,0.0011531097,523,894.26,0.0011182443,507.17
ElsinoreFaultJulian,3250.98,3.076E-4,1209.13,8.270418E-4,376,1240.58,8.060761E-4,366.46
TOTAL,9.08,0.1101451,13.88,0.07202992,32683,15.34,0.0652024,29585
