Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,209.94,0.004763336,761,238.92,0.004185517,668.68
SSanAndreasIndio,277.37,0.0036053,173.07,0.005778057,923,182.61,0.005476157,874.78
SSAFMCreek1000Palms,261.33,0.0038266,2016.38,4.959384E-4,79,2883.94,3.4674772E-4,55.15
NSanAndreasFortRoss,306.28,0.003265,185.51,0.0053905807,862,188.18,0.0053141676,849.75
NSanAndreasNorthCoast,263.87,0.0037898,186.59,0.0053592767,857,189.65,0.0052729226,843.18
CalaverasfaultNorth,618.05,0.001618,281.41,0.0035535109,568,371.51,0.002691726,430.08
ElsinoreTemecula,1019.16,9.812E-4,648.04,0.0015431057,246,680.10,0.0014703696,234.38
ElsinoreWhittier,3196.93,3.128E-4,1465.35,6.824312E-4,109,1552.95,6.439357E-4,102.84
SSAFCarrizoBidart,114.71,0.0087179,128.17,0.0078023677,1247,130.75,0.007648098,1222.32
SanJacintoHogLake,311.78,0.0032074,296.66,0.0033708552,539,300.80,0.0033244293,531.58
PuenteHills,3506.31,2.852E-4,5994.19,1.6682823E-4,26,6422.99,1.5569081E-4,24.31
SanGregorioNorth,1019.06,9.813E-4,362.11,0.0027615835,442,374.97,0.0026668478,426.83
SanJacintoSuperstition,508.26,0.0019675,1251.98,7.987351E-4,127,1323.20,7.557455E-4,120.14
SSanAndreasWrightwood,106.04,0.0094304,140.88,0.007098229,1135,142.61,0.0070119738,1121.22
SSanAndreasPitmanCanyon,173.48,0.0057643,140.02,0.0071420455,1142,154.21,0.006484543,1036.83
SSanAndreasPlungeCreek,205.36,0.0048695,427.75,0.002337796,374,509.45,0.0019629179,313.87
FrazierMountianSSAF,148.57,0.0067307,115.10,0.008688132,1389,120.71,0.008284105,1324.43
NSanAndreasSantaCruzSeg,109.84,0.0091041,168.91,0.0059204726,946,186.58,0.005359521,856.26
RodgersCreek,325.31,0.003074,358.11,0.0027924324,446,380.39,0.0026288952,419.88
GreenValleyMasonRoad,293.31,0.0034094,3195.61,3.1292936E-4,50,3567.25,2.8032827E-4,44.69
HaywardfaultNorth,318.34,0.0031413,352.49,0.0028369976,454,368.40,0.0027144249,434.38
HaywardfaultSouth,167.57,0.0059677,423.76,0.0023598252,377,452.54,0.0022097337,353.03
Compton,2658.16,3.762E-4,6515.42,1.5348197E-4,24,7071.18,1.4141915E-4,22.15
SSanAndreasCoachella,178.45,0.0056037,177.10,0.005646453,902,187.25,0.0053405035,853.17
ElsinoreGlenIvy,179.12,0.0055828,573.96,0.001742268,278,612.30,0.0016331943,260.56
GarlockCentralallevents,1434.93,6.969E-4,598.91,0.0016696973,266,609.02,0.0016419933,261.57
NSanAndreasAlderCreek,869.64,0.0011499,185.08,0.0054031024,864,187.73,0.0053267274,851.78
SSanAndreasPallettCreek,149.30,0.006698,140.39,0.0071232673,1139,142.11,0.0070365747,1125.14
GarlockWesternallevents,1230.16,8.129E-4,773.25,0.0012932476,207,792.89,0.0012612119,201.88
ElsinoreFaultJulian,3250.98,3.076E-4,1141.60,8.7596243E-4,139,1176.04,8.5031276E-4,134.9
TOTAL,9.08,0.1101451,16.78,0.059604947,9525,17.72,0.056423936,9016.71
