Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.002525933,0.0013242303,0.002184025,0.0018471899
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],1.9537604E-4,1.8294294E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0016537186,0.0013732689,0.0012838998,0.0012404433
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],6.8381615E-4,6.5162615E-4,5.582173E-4,5.5004837E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0013885654,0.0011758211,0.0010885237,0.0010619499
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],7.11727E-4,5.835601E-4,4.884401E-4,4.7449852E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.0066846516,0.0061465083,0.0061613233,0.0059829736
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0013466992,0.0012886932,0.001228078,0.0012079611
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0011024791,9.86757E-4,9.559471E-4,9.408774E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],8.5825904E-4,4.890203E-4,2.3724233E-4,2.1590429E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0025329108,0.002215895,0.002037493,0.0019865318
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.003460947,0.0023538787,0.0019956266,0.0018765203
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.004109875,0.003982555,0.003956365,0.0039107725
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.0051914207,0.004327497,0.0043889834,0.0041724066
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.004151741,0.0040453584,0.0040121865,0.0039632684
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0045285374,0.004268822,0.004249429,0.0041697514
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0048425347,0.0044806795,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],2.5119778E-4,2.1547891E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0023724234,0.0021631129,0.0020026045,0.0019526888
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0035516573,0.0023906059,0.0023096239,0.0021910134
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0020026045,0.00197893,0.0020026045,0.001982554
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.002330557,0.0016092026,9.4199163E-4,8.645663E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0065450976,0.0060757603,0.005875237,0.0057594273
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0062659886,0.0037480404,0.0033702368,0.0028643634
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.0064613647,0.0052622836,0.0043052505,0.0041760695
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.0064613647,0.0052622836,0.0046820473,0.0045122197
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0051844427,0.0050793304,0.005121643,0.005059711
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.00565195,0.0034635155,0.0044657383,0.0043117204
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0016327855,8.9259E-4,0.0010466573,8.634837E-4
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0036912116,0.0026824912,0.002525933,0.0023583383
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.005128621,0.004928665,0.0050727995,0.005014907
