Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,295.83,0.003380346,485,312.27,0.003202385,459.41
SSanAndreasIndio,277.37,0.0036053,213.87,0.004675829,671,221.99,0.004504645,646.46
SSAFMCreek1000Palms,261.33,0.0038266,3230.99,3.095031E-4,44,4630.86,2.1594281E-4,30.34
NSanAndreasFortRoss,306.28,0.003265,249.23,0.0040123616,575,252.26,0.0039641825,568.06
NSanAndreasNorthCoast,263.87,0.0037898,235.29,0.0042500277,609,239.81,0.004169964,597.5
CalaverasfaultNorth,618.05,0.001618,458.45,0.0021812727,313,543.37,0.0018403736,263.5
ElsinoreTemecula,1019.16,9.812E-4,920.74,0.0010860884,156,942.54,0.0010609645,152.39
ElsinoreWhittier,3196.93,3.128E-4,2041.37,4.8986665E-4,70,2099.55,4.7629155E-4,68.07
SSAFCarrizoBidart,114.71,0.0087179,171.91,0.0058170627,834,175.08,0.00571161,818.82
SanJacintoHogLake,311.78,0.0032074,497.92,0.0020083373,287,502.86,0.0019886072,284.18
PuenteHills,3506.31,2.852E-4,7304.51,1.369018E-4,20,7712.22,1.2966433E-4,18.98
SanGregorioNorth,1019.06,9.813E-4,498.42,0.0020063461,287,510.64,0.001958343,280.12
SanJacintoSuperstition,508.26,0.0019675,1902.31,5.256763E-4,75,1943.16,5.1462516E-4,73.4
SSanAndreasWrightwood,106.04,0.0094304,196.76,0.0050823665,728,199.08,0.005023014,719.51
SSanAndreasPitmanCanyon,173.48,0.0057643,219.39,0.0045580505,653,226.69,0.004411318,631.98
SSanAndreasPlungeCreek,205.36,0.0048695,953.68,0.0010485699,150,1147.22,8.7167375E-4,124.01
FrazierMountianSSAF,148.57,0.0067307,159.46,0.0062709753,899,164.09,0.006094396,873.7
NSanAndreasSantaCruzSeg,109.84,0.0091041,227.53,0.0043949657,629,239.74,0.0041711875,596.91
RodgersCreek,325.31,0.003074,433.06,0.0023091726,331,456.97,0.00218834,313.71
GreenValleyMasonRoad,293.31,0.0034094,4156.23,2.4060275E-4,34,4425.89,2.2594332E-4,31.83
HaywardfaultNorth,318.34,0.0031413,490.95,0.0020368502,292,502.61,0.0019896023,285.18
HaywardfaultSouth,167.57,0.0059677,498.36,0.002006575,287,531.01,0.001883192,269.38
Compton,2658.16,3.762E-4,8847.89,1.13021335E-4,16,9133.84,1.0948293E-4,15.49
SSanAndreasCoachella,178.45,0.0056037,224.59,0.004452506,639,232.36,0.0043037497,617.63
ElsinoreGlenIvy,179.12,0.0055828,763.18,0.001310313,188,792.86,0.0012612523,180.96
GarlockCentralallevents,1434.93,6.969E-4,814.56,0.0012276531,175,827.30,0.0012087581,172.31
NSanAndreasAlderCreek,869.64,0.0011499,252.75,0.00395644,567,255.70,0.0039108405,560.45
SSanAndreasPallettCreek,149.30,0.006698,195.68,0.00511033,732,197.89,0.0050534396,723.85
GarlockWesternallevents,1230.16,8.129E-4,1029.73,9.711282E-4,139,1047.65,9.5451716E-4,136.55
ElsinoreFaultJulian,3250.98,3.076E-4,1792.23,5.5796455E-4,80,1819.16,5.4970325E-4,78.8
TOTAL,9.08,0.1101451,21.70,0.04609002,6606,22.43,0.044581506,6389.82
