Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,467.26,0.0021401339,69,541.41,0.0018470273,59.47
SSanAndreasIndio,277.37,0.0036053,291.88,0.003426039,111,298.76,0.003347159,108.44
SSAFMCreek1000Palms,261.33,0.0038266,1463.52,6.8328524E-4,22,1921.71,5.203711E-4,16.58
NSanAndreasFortRoss,306.28,0.003265,321.22,0.0031131702,100,324.43,0.003082353,99.02
NSanAndreasNorthCoast,263.87,0.0037898,321.22,0.0031131702,100,324.78,0.0030789715,98.87
CalaverasfaultNorth,618.05,0.001618,1266.65,7.894816E-4,24,1434.19,6.9725537E-4,21.21
ElsinoreTemecula,1019.16,9.812E-4,1159.51,8.6243387E-4,28,1176.21,8.501885E-4,27.59
ElsinoreWhittier,3196.93,3.128E-4,3084.74,3.2417598E-4,11,3128.46,3.196463E-4,10.82
SSAFCarrizoBidart,114.71,0.0087179,218.39,0.004578987,147,220.67,0.0045317,145.46
SanJacintoHogLake,311.78,0.0032074,458.86,0.0021793295,70,463.35,0.002158176,69.32
PuenteHills,3506.31,2.852E-4,32168.39,0.0,0,∞,0.0,0
SanGregorioNorth,1019.06,9.813E-4,652.42,0.0015327549,50,665.99,0.0015015347,48.97
SanJacintoSuperstition,508.26,0.0019675,3815.25,2.6210607E-4,8,3848.99,2.5980856E-4,7.9
SSanAndreasWrightwood,106.04,0.0094304,220.21,0.004541199,146,222.29,0.004498671,144.62
SSanAndreasPitmanCanyon,173.48,0.0057643,235.18,0.0042520626,137,250.72,0.003988434,128.52
SSanAndreasPlungeCreek,205.36,0.0048695,1705.75,5.862513E-4,19,1947.64,5.1344273E-4,16.25
FrazierMountianSSAF,148.57,0.0067307,207.34,0.0048230668,155,211.04,0.0047385064,152.3
NSanAndreasSantaCruzSeg,109.84,0.0091041,342.04,0.0029236744,94,353.23,0.0028310427,91.01
RodgersCreek,325.31,0.003074,797.42,0.0012540432,40,839.07,0.0011917918,38
GreenValleyMasonRoad,293.31,0.0034094,24728.17,4.0439703E-5,2,25758.51,3.8822112E-5,1.92
HaywardfaultNorth,318.34,0.0031413,609.73,0.0016400673,53,618.75,0.0016161511,52.23
HaywardfaultSouth,167.57,0.0059677,660.54,0.0015139083,49,722.96,0.0013832063,44.79
Compton,2658.16,3.762E-4,32168.39,0.0,0,∞,0.0,0
SSanAndreasCoachella,178.45,0.0056037,289.25,0.0034571846,112,295.64,0.003382462,109.52
ElsinoreGlenIvy,179.12,0.0055828,1159.51,8.6243387E-4,28,1178.25,8.48713E-4,27.55
GarlockCentralallevents,1434.93,6.969E-4,999.75,0.0010002458,33,1009.22,9.908673E-4,32.68
NSanAndreasAlderCreek,869.64,0.0011499,321.22,0.0031131702,100,324.29,0.0030836922,99.03
SSanAndreasPallettCreek,149.30,0.006698,220.21,0.004541199,146,222.78,0.004488653,144.29
GarlockWesternallevents,1230.16,8.129E-4,1290.49,7.748984E-4,25,1303.53,7.671452E-4,24.75
ElsinoreFaultJulian,3250.98,3.076E-4,1764.30,5.66798E-4,18,1787.28,5.5951084E-4,17.77
TOTAL,9.08,0.1101451,30.15,0.033165235,1066,31.09,0.03216846,1033.99
