Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0012123703,7.133565E-4,7.460741E-4,6.565901E-4
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],6.217284E-5,4.8631588E-5,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0010569383,8.850724E-4,8.704197E-4,8.576518E-4
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],6.8390125E-4,6.282045E-4,5.5955554E-4,5.5051415E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],9.325926E-4,8.507035E-4,8.704197E-4,8.494424E-4
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],4.662963E-4,3.677976E-4,3.4195062E-4,3.3683042E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.005129259,0.004771108,0.004942741,0.0048063565
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0010258518,0.0010001521,0.0010258518,0.0010146452
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],8.082469E-4,7.538102E-4,7.7716046E-4,7.679547E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],2.7977777E-4,1.4626609E-4,6.217284E-5,5.9694914E-5
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.001927358,0.0016540781,0.0016475802,0.0016230164
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0018651852,0.001282116,0.0014921481,0.0013881525
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0031086418,0.0030708876,0.0031086418,0.0030775196
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.0036060247,0.0029363958,0.0029221235,0.0028230662
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0031086418,0.003074153,0.0031086418,0.0030775506
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0031086418,0.003046357,0.0031086418,0.0030752239
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0035127653,0.0033345371,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],1.8651852E-4,1.3339573E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.00208279,0.0018116692,0.0015543209,0.0015174065
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0013988889,0.0011871548,0.0012434567,0.0011796389
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0022382222,0.0021071152,0.0021760494,0.0021515195
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0013678025,9.324454E-4,4.662963E-4,4.400538E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0045697037,0.004449939,0.0045697037,0.0045214826
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0031086418,0.0019026031,0.0018340987,0.0014459614
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.005782074,0.0043789865,0.0035127653,0.0034217807
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.005782074,0.0043789865,0.0034505925,0.0033748057
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.004538617,0.004467329,0.004538617,0.004492293
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.0045697037,0.0029664447,0.004010148,0.0038098104
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],8.3933334E-4,4.9795245E-4,5.90642E-4,5.038474E-4
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0026112592,0.0017033345,0.0013678025,0.0012503364
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.004538617,0.0044309255,0.004538617,0.00449204
