Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,632.08,0.0015820769,283,766.08,0.0013053446,233.19
SSanAndreasIndio,277.37,0.0036053,250.50,0.0039920867,713,272.77,0.0036661157,654.81
SSAFMCreek1000Palms,261.33,0.0038266,627.63,0.0015932972,285,694.41,0.0014400751,257.65
NSanAndreasFortRoss,306.28,0.003265,357.19,0.0027996209,501,360.91,0.0027708046,495.83
NSanAndreasNorthCoast,263.87,0.0037898,351.57,0.0028444147,509,355.53,0.002812667,503.33
CalaverasfaultNorth,618.05,0.001618,538.73,0.0018562074,332,588.92,0.0016980219,303.7
ElsinoreTemecula,1019.16,9.812E-4,1009.72,9.903697E-4,177,1079.13,9.266761E-4,165.61
ElsinoreWhittier,3196.93,3.128E-4,1697.32,5.8916386E-4,105,1739.95,5.747289E-4,102.43
SSAFCarrizoBidart,114.71,0.0087179,185.13,0.0054015685,965,189.00,0.0052910154,945.27
SanJacintoHogLake,311.78,0.0032074,607.39,0.0016463985,295,613.41,0.0016302294,292.08
PuenteHills,3506.31,2.852E-4,14805.64,6.754183E-5,12,15073.55,6.634137E-5,11.78
SanGregorioNorth,1019.06,9.813E-4,562.45,0.0017779468,318,577.80,0.0017307115,309.43
SanJacintoSuperstition,508.26,0.0019675,527.97,0.0018940315,339,555.81,0.0017991675,322.05
SSanAndreasWrightwood,106.04,0.0094304,278.47,0.003591096,642,281.45,0.0035530366,635.19
SSanAndreasPitmanCanyon,173.48,0.0057643,253.91,0.0039384407,704,267.29,0.0037412166,668.78
SSanAndreasPlungeCreek,205.36,0.0048695,438.22,0.0022819543,408,443.13,0.0022566516,403.46
FrazierMountianSSAF,148.57,0.0067307,172.29,0.0058040177,1037,187.66,0.0053288476,952.17
NSanAndreasSantaCruzSeg,109.84,0.0091041,367.69,0.0027196559,487,375.85,0.002660635,476.42
RodgersCreek,325.31,0.003074,735.66,0.0013593243,243,748.38,0.0013362238,238.85
GreenValleyMasonRoad,293.31,0.0034094,178748.13,0.0,0,∞,0.0,0
HaywardfaultNorth,318.34,0.0031413,792.00,0.0012626249,226,804.03,0.0012437286,222.6
HaywardfaultSouth,167.57,0.0059677,792.00,0.0012626249,226,807.24,0.0012387838,221.73
SSanAndreasCoachella,178.45,0.0056037,269.42,0.0037117437,663,280.33,0.0035672425,637.22
ElsinoreGlenIvy,179.12,0.0055828,756.22,0.0013223686,236,795.59,0.0012569358,224.36
GarlockCentralallevents,1434.93,6.969E-4,1047.81,9.5437496E-4,171,1058.74,9.445178E-4,169.22
NSanAndreasAlderCreek,869.64,0.0011499,353.65,0.002827617,506,357.36,0.0027982784,500.75
SSanAndreasPallettCreek,149.30,0.006698,277.60,0.0036023008,644,280.42,0.0035661035,637.53
GarlockWesternallevents,1230.16,8.129E-4,1047.81,9.5437496E-4,171,1082.88,9.2345924E-4,165.47
ElsinoreFaultJulian,3250.98,3.076E-4,2262.26,4.420365E-4,79,2316.20,4.3174258E-4,77.15
TOTAL,9.11,0.1097689,29.15,0.034300495,6132,30.13,0.03319048,5933.58
