Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.99243665,0.85967237,0.99301493,0.86586,0.72878754
20.00,0.97107285,0.7390366,0.97350806,0.7497135,0.53113127
30.00,0.9353778,0.63532937,0.94125795,0.6491469,0.3870819
40.00,0.8876454,0.5461751,0.89771324,0.5620703,0.28210047
50.00,0.8372474,0.46953166,0.85123456,0.4866742,0.2055913
60.00,0.7733166,0.4036434,0.7904206,0.4213917,0.14983238
70.00,0.7113532,0.34700108,0.73166853,0.3648662,0.10919597
80.00,0.651689,0.29830724,0.67513436,0.31592304,0.079580665
90.00,0.58215404,0.25644648,0.60818195,0.27354512,0.057997398
100.00,0.51649404,0.22045997,0.54448223,0.23685177,0.04226778
110.00,0.45332307,0.18952335,0.4840978,0.20508046,0.030804234
120.00,0.38455808,0.16292799,0.4170904,0.17757097,0.022449743
130.00,0.31970623,0.14006469,0.3544705,0.1537516,0.016361093
140.00,0.25800747,0.12040975,0.29454643,0.13312735,0.011923761
150.00,0.2085145,0.103512935,0.24467699,0.11526964,0.008689889
160.00,0.16203998,0.08898721,0.19918004,0.09980737,0.0063330824
170.00,0.117150925,0.07649985,0.15382771,0.0864192,0.0046154717
180.00,0.08993812,0.06576481,0.12295832,0.07482693,0.0033636983
190.00,0.060229845,0.056536186,0.08851377,0.064789645,0.0024514215
200.00,0.04286334,0.0486026,0.06636684,0.05609876,0.0017865654
210.00,0.032439087,0.041782312,0.05288734,0.04857367,0.0013020267
220.00,0.01765256,0.0359191,0.03283897,0.042058,9.489008E-4
230.00,0.0054359753,0.030878657,0.017565422,0.036416337,6.915471E-4
240.00,0.003022421,0.026545528,0.01091572,0.031531446,5.039909E-4
250.00,0.0,0.022820458,0.0064205183,0.027301818,3.673023E-4
260.00,0.0,0.019618118,0.0050897985,0.023639552,2.6768536E-4
270.00,0.0,0.016865155,0.0043417276,0.02046854,1.9508575E-4
280.00,0.0,0.014498507,0.0021447316,0.01772289,1.4217607E-4
290.00,0.0,0.012463966,0.001663995,0.015345542,1.0361615E-4
300.00,0.0,0.010714928,8.7854615E-4,0.013287091,7.551416E-5
310.00,0.0,0.009211327,5.959079E-4,0.01150476,5.503378E-5
320.00,0.0,0.007918724,2.1083081E-4,0.009961511,4.0107934E-5
330.00,0.0,0.006807508,1.1438732E-4,0.008625274,2.9230163E-5
340.00,0.0,0.0058522266,1.0036691E-4,0.007468279,2.1302578E-5
350.00,0.0,0.0050309976,6.625102E-5,0.0064664837,1.5525055E-5
360.00,0.0,0.0043250094,5.2126878E-5,0.0055990694,1.1314466E-5
370.00,0.0,0.0037180914,4.1308806E-5,0.0048480104,8.245842E-6
380.00,0.0,0.0031963403,3.0490733E-5,0.004197698,6.009467E-6
390.00,0.0,0.0027478056,0.0,0.0036346186,4.379625E-6
