Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,337.46,0.0029633238,934,351.16,0.002847666,897.56
SSanAndreasIndio,277.37,0.0036053,257.46,0.0038840345,1224,265.46,0.0037670403,1187.15
SSAFMCreek1000Palms,261.33,0.0038266,1357.83,7.364678E-4,232,1507.50,6.633503E-4,208.85
NSanAndreasFortRoss,306.28,0.003265,320.88,0.0031163911,982,324.37,0.0030828544,971.42
NSanAndreasNorthCoast,263.87,0.0037898,278.57,0.0035897268,1131,283.94,0.0035218745,1109.61
CalaverasfaultNorth,618.05,0.001618,451.31,0.0022157496,698,499.05,0.0020038069,631.08
ElsinoreTemecula,1019.16,9.812E-4,1309.28,7.6378E-4,241,1330.88,7.513836E-4,237.09
ElsinoreWhittier,3196.93,3.128E-4,2531.22,3.9506648E-4,125,2572.39,3.8874385E-4,122.97
SSAFCarrizoBidart,114.71,0.0087179,237.87,0.0042039463,1325,240.44,0.0041589886,1310.82
SanJacintoHogLake,311.78,0.0032074,538.75,0.0018561349,584,546.16,0.0018309746,576.08
PuenteHills,3506.31,2.852E-4,12563.98,7.95926E-5,25,12723.68,7.8593584E-5,24.69
SanGregorioNorth,1019.06,9.813E-4,975.86,0.0010247369,323,995.04,0.0010049861,316.78
SanJacintoSuperstition,508.26,0.0019675,2377.45,4.2061933E-4,133,2407.55,4.153606E-4,131.34
SSanAndreasWrightwood,106.04,0.0094304,234.16,0.0042706253,1346,237.32,0.0042136633,1328.02
SSanAndreasPitmanCanyon,173.48,0.0057643,211.94,0.0047183265,1487,218.70,0.0045724306,1441.03
SSanAndreasPlungeCreek,205.36,0.0048695,463.85,0.0021558611,680,475.75,0.0021019282,662.96
FrazierMountianSSAF,148.57,0.0067307,217.35,0.0046008443,1450,220.45,0.004536178,1429.58
NSanAndreasSantaCruzSeg,109.84,0.0091041,303.51,0.0032947331,1037,313.63,0.0031884213,1003.56
RodgersCreek,325.31,0.003074,551.41,0.0018135377,571,567.20,0.0017630329,555.08
GreenValleyMasonRoad,293.31,0.0034094,1160.00,8.6206634E-4,272,1194.05,8.37488E-4,264.25
HaywardfaultNorth,318.34,0.0031413,653.35,0.0015305688,482,667.10,0.0014990353,472.08
HaywardfaultSouth,167.57,0.0059677,611.92,0.0016342021,514,623.38,0.001604162,504.57
Compton,2658.16,3.762E-4,9614.53,1.0400926E-4,33,9925.61,1.0074948E-4,31.93
SSanAndreasCoachella,178.45,0.0056037,273.10,0.0036617266,1154,281.00,0.003558679,1121.51
ElsinoreGlenIvy,179.12,0.0055828,1334.35,7.4942777E-4,236,1364.29,7.329831E-4,230.81
GarlockCentralallevents,1434.93,6.969E-4,1039.05,9.6242054E-4,303,1052.64,9.499961E-4,299.08
NSanAndreasAlderCreek,869.64,0.0011499,319.40,0.0031309118,987,323.47,0.0030914354,974.56
SSanAndreasPallettCreek,149.30,0.006698,239.32,0.004178545,1317,242.10,0.00413057,1301.87
GarlockWesternallevents,1230.16,8.129E-4,1133.31,8.8237174E-4,278,1158.84,8.6292933E-4,271.87
ElsinoreFaultJulian,3250.98,3.076E-4,2353.68,4.2486584E-4,134,2403.82,4.1600392E-4,131.2
TOTAL,9.08,0.1101451,31.27,0.031974684,10075,31.99,0.03125527,9848.34
