Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0012186249,6.503398E-4,7.972698E-4,7.033707E-4
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],9.914236E-5,8.845841E-5,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0010409948,8.544601E-4,9.335906E-4,9.1205275E-4
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],6.609491E-4,5.986086E-4,5.1636645E-4,5.06997E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0011855774,9.2685205E-4,8.1379357E-4,7.909683E-4
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],5.865923E-4,4.560349E-4,3.6765292E-4,3.5610065E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.006592967,0.005460849,0.0048042736,0.004658709
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],9.872927E-4,9.471863E-4,9.6663804E-4,9.542743E-4
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],8.1379357E-4,7.193929E-4,7.435677E-4,7.335262E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],2.6851057E-4,1.4465711E-4,4.544025E-5,4.0846433E-5
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0015986706,0.001421598,0.0015201829,0.0015008015
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0016193253,0.0011415329,0.0012021011,0.0011634349
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0029453544,0.0028825526,0.0029370924,0.0029052184
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.0024744282,0.002146461,0.0023174528,0.0022761007
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0029329616,0.002896878,0.0029246996,0.0028942232
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.002912307,0.00284905,0.002904045,0.002871185
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0033832332,0.003145319,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],1.5697541E-4,1.2692096E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0019787163,0.0016979813,0.0014953973,0.001466626
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0014623498,0.0011139384,0.0011236134,0.0010751459
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0023505,0.0021830318,0.0022720124,0.0022411905
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0012888507,7.615334E-4,3.6765292E-4,3.4638896E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0039863493,0.003866862,0.0039698253,0.003927966
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0027016294,0.0016173972,0.0015408376,0.0013047715
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.005262807,0.0042307125,0.0036434818,0.0035425797
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.005262807,0.0042307125,0.0037137077,0.003595682
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.004279645,0.004181321,0.004250729,0.004204215
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.004296169,0.0031279293,0.003936778,0.0036974521
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],6.7334186E-4,4.4372704E-4,5.7419954E-4,4.902582E-4
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.002540523,0.001576447,0.0012599342,0.0011770185
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.004287907,0.0041462877,0.004250729,0.0042009735
