Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,503.63,0.0019855998,481,573.80,0.0017427781,422.11
SSanAndreasIndio,277.37,0.0036053,269.28,0.0037135622,899,278.18,0.0035947664,870.24
SSAFMCreek1000Palms,261.33,0.0038266,1473.09,6.7884603E-4,165,2111.95,4.734968E-4,114.78
NSanAndreasFortRoss,306.28,0.003265,341.60,0.002927417,708,345.22,0.0028967364,700.58
NSanAndreasNorthCoast,263.87,0.0037898,344.03,0.0029067139,703,347.73,0.002875825,695.54
CalaverasfaultNorth,618.05,0.001618,1251.45,7.990724E-4,193,1414.87,7.0677884E-4,170.69
ElsinoreTemecula,1019.16,9.812E-4,1198.90,8.341009E-4,202,1229.71,8.1320293E-4,196.92
ElsinoreWhittier,3196.93,3.128E-4,2701.92,3.7010733E-4,89,2786.46,3.5887785E-4,86.29
SSAFCarrizoBidart,114.71,0.0087179,251.97,0.0039687203,961,254.74,0.0039256006,950.56
SanJacintoHogLake,311.78,0.0032074,440.34,0.0022709786,550,446.55,0.0022394138,542.35
PuenteHills,3506.31,2.852E-4,20367.44,4.9097962E-5,12,21380.38,4.677186E-5,11.4
SanGregorioNorth,1019.06,9.813E-4,669.49,0.0014936684,362,683.19,0.0014637123,354.76
SanJacintoSuperstition,508.26,0.0019675,4578.65,2.1840476E-4,52,4636.27,2.1569058E-4,51.35
SSanAndreasWrightwood,106.04,0.0094304,235.78,0.004241307,1027,238.37,0.0041951723,1015.81
SSanAndreasPitmanCanyon,173.48,0.0057643,243.86,0.0041007567,993,260.03,0.003845662,931.08
SSanAndreasPlungeCreek,205.36,0.0048695,1736.41,5.759012E-4,139,2040.35,4.9011153E-4,118.25
FrazierMountianSSAF,148.57,0.0067307,189.28,0.005283168,1279,197.01,0.005075943,1228.86
NSanAndreasSantaCruzSeg,109.84,0.0091041,431.39,0.0023181096,561,439.34,0.0022761396,550.84
RodgersCreek,325.31,0.003074,890.61,0.0011228251,272,931.13,0.001073959,260.19
GreenValleyMasonRoad,293.31,0.0034094,20691.67,4.832862E-5,12,21626.93,4.623865E-5,11.33
HaywardfaultNorth,318.34,0.0031413,656.73,0.0015226995,368,665.77,0.0015020227,363.01
HaywardfaultSouth,167.57,0.0059677,797.72,0.0012535682,303,846.25,0.0011816896,285.64
Compton,2658.16,3.762E-4,18868.83,5.2997457E-5,12,21056.76,4.749069E-5,10.6
SSanAndreasCoachella,178.45,0.0056037,270.79,0.0036928854,894,279.17,0.0035819944,867.11
ElsinoreGlenIvy,179.12,0.0055828,1050.50,9.519245E-4,230,1082.31,9.239504E-4,223.25
GarlockCentralallevents,1434.93,6.969E-4,1035.11,9.660841E-4,234,1047.60,9.545651E-4,231.21
NSanAndreasAlderCreek,869.64,0.0011499,340.63,0.0029356983,710,344.39,0.00290366,702.22
SSanAndreasPallettCreek,149.30,0.006698,234.86,0.0042578424,1031,237.54,0.0042098057,1019.36
GarlockWesternallevents,1230.16,8.129E-4,1331.61,7.509678E-4,182,1350.06,7.4071053E-4,179.51
ElsinoreFaultJulian,3250.98,3.076E-4,1927.70,5.187516E-4,125,1966.40,5.0854415E-4,122.55
TOTAL,9.08,0.1101451,27.20,0.03676116,8900,28.00,0.035712115,8645.63
