Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,294.38,0.003396984,788,314.68,0.0031778654,737.12
SSanAndreasIndio,277.37,0.0036053,240.69,0.0041547385,964,247.44,0.004041447,937.69
SSAFMCreek1000Palms,261.33,0.0038266,2754.81,3.630015E-4,85,3598.17,2.77919E-4,64.92
NSanAndreasFortRoss,306.28,0.003265,245.52,0.0040730108,946,248.36,0.0040264577,935.19
NSanAndreasNorthCoast,263.87,0.0037898,240.93,0.004150592,964,244.23,0.0040945215,950.98
CalaverasfaultNorth,618.05,0.001618,367.74,0.0027192985,631,439.36,0.002276033,528.06
ElsinoreTemecula,1019.16,9.812E-4,903.07,0.0011073316,258,925.20,0.0010808451,251.84
ElsinoreWhittier,3196.93,3.128E-4,1896.07,5.2740605E-4,122,1965.74,5.087135E-4,117.7
SSAFCarrizoBidart,114.71,0.0087179,163.25,0.0061255544,1423,166.01,0.006023634,1399.33
SanJacintoHogLake,311.78,0.0032074,404.33,0.0024732344,575,409.33,0.00244299,567.96
PuenteHills,3506.31,2.852E-4,7328.70,1.3644977E-4,31,7599.63,1.3158543E-4,29.92
SanGregorioNorth,1019.06,9.813E-4,490.61,0.0020382972,473,501.60,0.001993634,462.65
SanJacintoSuperstition,508.26,0.0019675,1733.32,5.769272E-4,134,1777.03,5.6273624E-4,130.69
SSanAndreasWrightwood,106.04,0.0094304,193.80,0.005159884,1199,195.69,0.005110225,1187.44
SSanAndreasPitmanCanyon,173.48,0.0057643,191.56,0.005220183,1213,203.05,0.0049249004,1144.28
SSanAndreasPlungeCreek,205.36,0.0048695,569.70,0.001755313,407,630.51,0.0015860123,367.77
FrazierMountianSSAF,148.57,0.0067307,148.45,0.006736276,1565,153.46,0.006516413,1513.94
NSanAndreasSantaCruzSeg,109.84,0.0091041,225.43,0.0044360496,1031,239.78,0.004170458,968.96
RodgersCreek,325.31,0.003074,466.69,0.0021427604,498,485.83,0.0020583433,478.42
GreenValleyMasonRoad,293.31,0.0034094,4174.10,2.3957269E-4,56,4391.46,2.2771487E-4,53.18
HaywardfaultNorth,318.34,0.0031413,491.77,0.0020334888,473,503.65,0.001985505,461.84
HaywardfaultSouth,167.57,0.0059677,574.69,0.0017400625,404,595.53,0.0016791816,389.86
Compton,2658.16,3.762E-4,8456.20,1.1825647E-4,27,8766.39,1.1407201E-4,26.08
SSanAndreasCoachella,178.45,0.0056037,245.53,0.0040727654,945,252.71,0.0039571193,918.17
ElsinoreGlenIvy,179.12,0.0055828,791.10,0.0012640571,294,819.46,0.0012203129,283.81
GarlockCentralallevents,1434.93,6.969E-4,810.99,0.0012330537,287,821.88,0.001216721,283.19
NSanAndreasAlderCreek,869.64,0.0011499,246.30,0.0040600807,943,249.00,0.004016021,932.74
SSanAndreasPallettCreek,149.30,0.006698,193.16,0.0051771123,1203,195.11,0.005125215,1190.92
GarlockWesternallevents,1230.16,8.129E-4,1070.66,9.3400246E-4,217,1087.77,9.193084E-4,213.59
ElsinoreFaultJulian,3250.98,3.076E-4,1619.12,6.176211E-4,144,1640.96,6.094002E-4,142.06
TOTAL,9.08,0.1101451,21.96,0.045533977,10576,22.73,0.043995414,10218.66
