Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.8984894,0.5728375,0.9106896,0.59724563,0.33238843
20.00,0.7017404,0.32814273,0.73174834,0.35670236,0.110482074
30.00,0.50470155,0.18797246,0.5453063,0.21303892,0.036722966
40.00,0.33523092,0.10767766,0.37749186,0.12723656,0.012206289
50.00,0.20705758,0.0616818,0.2457889,0.07599148,0.004057229
60.00,0.11889998,0.035333645,0.14952011,0.04538558,0.001348576
70.00,0.0647127,0.020240435,0.087511405,0.027106341,4.4825108E-4
80.00,0.033548273,0.011594479,0.04826193,0.016189143,1.4899348E-4
90.00,0.015532361,0.0066417516,0.025373204,0.009668895,4.952371E-5
100.00,0.0061066416,0.003804644,0.011490756,0.0057747057,1.6461108E-5
110.00,0.002801524,0.0021794427,0.005180633,0.0034489178,5.4714824E-6
120.00,0.0011590587,0.0012484664,0.0024162638,0.002059851,1.8186574E-6
130.00,4.790722E-4,7.151683E-4,6.7483226E-4,0.0012302371,6.045007E-7
140.00,3.4087972E-4,4.0967518E-4,4.6280297E-4,7.3475373E-4,2.0092905E-7
150.00,0.0,2.346773E-4,1.9729061E-5,4.3882846E-4,6.678649E-8
160.00,0.0,1.3443195E-4,7.490871E-6,2.6208838E-4,2.2199057E-8
170.00,0.0,7.700765E-5,0.0,1.5653114E-4,7.37871E-9
