Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.98213327,0.7973679,0.98407084,0.807296,0.72878754
20.00,0.93296665,0.6357955,0.93940514,0.6517268,0.53113127
30.00,0.86495423,0.5069629,0.8773457,0.5261364,0.3870819
40.00,0.7789827,0.4042359,0.7979907,0.42474777,0.28210047
50.00,0.68474925,0.32232472,0.7096219,0.34289715,0.2055913
60.00,0.58167505,0.25701135,0.61276734,0.2768195,0.14983238
70.00,0.48261368,0.2049326,0.5180043,0.22347526,0.10919597
80.00,0.38911325,0.16340667,0.42672798,0.18041067,0.079580665
90.00,0.3105448,0.13029523,0.34806994,0.1456448,0.057997398
100.00,0.24127981,0.10389322,0.27632725,0.11757846,0.04226778
110.00,0.17869875,0.08284111,0.21244419,0.09492062,0.030804234
120.00,0.12487547,0.06605484,0.1548876,0.07662903,0.022449743
130.00,0.08478479,0.05267001,0.10999185,0.06186231,0.016361093
140.00,0.05124343,0.041997373,0.07197205,0.04994119,0.011923761
150.00,0.028255438,0.033487353,0.043366846,0.04031732,0.008689889
160.00,0.011670293,0.026701739,0.022406545,0.03254801,0.0063330824
170.00,0.0049156807,0.021291109,0.010782492,0.026275877,0.0046154717
180.00,0.0026896955,0.016976846,0.00580134,0.02121241,0.0033636983
190.00,0.0010116099,0.013536791,0.0025550206,0.017124692,0.0024514215
200.00,6.1499747E-4,0.010793802,0.0012300868,0.013824695,0.0017865654
210.00,4.6608472E-4,0.00860663,7.9486234E-4,0.0111606205,0.0013020267
220.00,0.0,0.0068626506,2.1667872E-4,0.009009924,9.489008E-4
230.00,0.0,0.005472057,1.3920176E-4,0.007273675,6.915471E-4
240.00,0.0,0.0043632425,9.5749565E-5,0.0058720084,5.039909E-4
250.00,0.0,0.0034791091,5.764608E-5,0.0047404487,3.673023E-4
260.00,0.0,0.0027741299,3.284759E-5,0.003826945,2.6768536E-4
270.00,0.0,0.002212002,2.6125937E-5,0.0030894773,1.9508575E-4
280.00,0.0,0.0017637792,1.2207543E-5,0.0024941226,1.4217607E-4
290.00,0.0,0.0014063809,0.0,0.002013495,1.0361615E-4
