Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,208.09,0.004805578,2167,236.23,0.004233228,1908.94
SSanAndreasIndio,277.37,0.0036053,172.31,0.0058035506,2616,183.21,0.005458315,2460.31
SSAFMCreek1000Palms,261.33,0.0038266,1557.21,6.421744E-4,289,2257.51,4.4296647E-4,199.08
NSanAndreasFortRoss,306.28,0.003265,187.50,0.0053332266,2405,189.94,0.0052646943,2374.06
NSanAndreasNorthCoast,263.87,0.0037898,178.31,0.005608318,2529,183.00,0.005464429,2464.1
CalaverasfaultNorth,618.05,0.001618,165.67,0.006036092,2720,237.14,0.004216998,1899.98
ElsinoreTemecula,1019.16,9.812E-4,675.90,0.0014795065,667,703.78,0.0014208899,640.54
ElsinoreWhittier,3196.93,3.128E-4,1539.37,6.496171E-4,292,1623.84,6.158243E-4,276.5
SSAFCarrizoBidart,114.71,0.0087179,121.18,0.008252062,3721,124.56,0.008028524,3620.23
SanJacintoHogLake,311.78,0.0032074,357.76,0.0027952052,1261,362.03,0.0027622366,1246.11
PuenteHills,3506.31,2.852E-4,4759.06,2.1012561E-4,94,5336.44,1.8739085E-4,83.93
SanGregorioNorth,1019.06,9.813E-4,399.09,0.0025057243,1130,410.98,0.0024331848,1097.26
SanJacintoSuperstition,508.26,0.0019675,1238.24,8.0759905E-4,364,1318.58,7.583943E-4,341.63
SSanAndreasWrightwood,106.04,0.0094304,151.76,0.006589464,2971,153.60,0.006510373,2935.33
SSanAndreasPitmanCanyon,173.48,0.0057643,142.77,0.007004356,3158,158.18,0.0063219275,2850.32
SSanAndreasPlungeCreek,205.36,0.0048695,354.51,0.0028208243,1272,439.18,0.0022769843,1026.7
FrazierMountianSSAF,148.57,0.0067307,117.13,0.008537225,3849,122.64,0.008153789,3676.11
NSanAndreasSantaCruzSeg,109.84,0.0091041,120.72,0.008283458,3735,138.86,0.007201354,3247
RodgersCreek,325.31,0.003074,165.30,0.0060494603,2727,225.86,0.0044275387,1995.94
GreenValleyMasonRoad,293.31,0.0034094,1713.12,5.837287E-4,263,2320.34,4.3097162E-4,193.87
HaywardfaultNorth,318.34,0.0031413,361.70,0.002764743,1246,373.74,0.00267563,1205.82
HaywardfaultSouth,167.57,0.0059677,345.00,0.0028985627,1307,381.09,0.00262406,1183.25
Compton,2658.16,3.762E-4,6099.82,1.6393934E-4,74,6661.31,1.5012056E-4,67.73
SSanAndreasCoachella,178.45,0.0056037,176.22,0.0056748292,2558,188.42,0.005307278,2392.11
ElsinoreGlenIvy,179.12,0.0055828,551.65,0.0018127287,817,598.64,0.0016704628,752.93
GarlockCentralallevents,1434.93,6.969E-4,631.47,0.0015836088,713,642.62,0.0015561411,700.64
NSanAndreasAlderCreek,869.64,0.0011499,187.11,0.0053443187,2410,190.04,0.0052620517,2372.83
SSanAndreasPallettCreek,149.30,0.006698,151.60,0.0065961196,2974,153.36,0.0065204445,2939.87
GarlockWesternallevents,1230.16,8.129E-4,814.21,0.0012281804,554,837.18,0.0011944876,538.79
ElsinoreFaultJulian,3250.98,3.076E-4,1244.66,8.034336E-4,363,1270.02,7.8738824E-4,355.76
TOTAL,9.08,0.1101451,14.29,0.06999788,31560,15.83,0.063187495,28489.44
